generation,num_individuals
1,100
11,102
21,117
31,117
41,122
51,127
61,146
71,168
81,169
91,190
101,203
111,242
121,264
131,276
141,300
151,332
161,352
171,360
181,364
191,401
201,453
211,495
221,539
231,573
241,625
251,699
261,768
271,814
281,884
291,953
301,1016
311,1055
321,1149
331,1250
341,1358
351,1462
361,1540
371,1717
381,1831
391,1981
401,2093
411,2284
421,2405
431,2558
441,2750
451,2960
461,3208
471,3421
481,3660
491,3936
501,4240
511,4484
521,4785
531,5093
541,5404
551,5742
561,6069
571,6373
581,6788
591,7055
601,7402
611,7725
621,8002
631,8273
641,8649
651,8942
661,9414
671,9787
681,10059
691,10391
701,10767
711,11026
721,11323
731,11495
741,11634
751,12020
761,12371
771,12789
781,13012
791,13273
801,13474
811,13650
821,13764
831,14009
841,14154
851,14273
861,14393
871,14546
881,14764
891,14870
901,15059
911,15325
921,15406
931,15547
941,15668
951,15922
961,16073
971,16167
981,16305
991,16340
1001,16498
1011,16584
1021,16539
1031,16631
1041,16767
1051,16615
1061,16550
1071,16635
1081,16567
1091,16642
1101,16844
1111,16908
1121,16977
1131,17001
1141,17001
1151,17081
1161,17111
1171,17058
1181,17249
1191,17123
1201,17031
1211,17092
1221,16981
1231,17067
1241,17036
1251,17174
1261,17070
1271,17118
1281,17114
1291,17123
1301,17081
1311,17099
1321,17067
1331,17019
1341,17023
1351,17091
1361,17149
1371,17290
1381,17297
1391,17421
1401,17489
1411,17452
1421,17442
1431,17463
1441,17536
1451,17475
1461,17425
1471,17347
1481,17308
1491,17268
1501,17220
1511,17209
1521,17320
1531,17527
1541,17315
1551,17517
1561,17440
1571,17504
1581,17552
1591,17393
1601,17386
1611,17377
1621,17470
1631,17462
1641,17474
1651,17341
1661,17370
1671,17440
1681,17435
1691,17516
1701,17533
1711,17535
1721,17510
1731,17559
1741,17706
1751,17643
1761,17652
1771,17661
1781,17703
1791,17712
1801,17791
1811,17757
1821,17686
1831,17602
1841,17536
1851,17465
1861,17580
1871,17503
1881,17435
1891,17439
1901,17593
1911,17490
1921,17554
1931,17597
1941,17588
1951,17582
1961,17504
1971,17574
1981,17544
1991,17473
2001,17482
2011,17496
2021,17269
2031,17276
2041,17251
2051,17270
2061,17332
2071,17293
2081,17531
2091,17604
2101,17626
2111,17603
2121,17431
2131,17347
2141,17245
2151,17413
2161,17392
2171,17472
2181,17295
2191,17346
2201,17644
2211,17740
2221,17766
2231,17618
2241,17542
2251,17587
2261,17474
2271,17592
2281,17542
2291,17685
2301,17723
2311,17645
2321,17617
2331,17603
2341,17634
2351,17578
2361,17613
2371,17485
2381,17502
2391,17531
2401,17582
2411,17628
2421,17585
2431,17430
2441,17469
2451,17499
2461,17461
2471,17408
2481,17289
2491,17322
2501,17301
2511,17331
2521,17244
2531,17200
2541,17299
2551,17430
2561,17373
2571,17412
2581,17430
2591,17551
2601,17513
2611,17425
2621,17470
2631,17591
2641,17530
2651,17550
2661,17588
2671,17497
2681,17433
2691,17328
2701,17315
2711,17402
2721,17388
2731,17397
2741,17467
2751,17514
2761,17543
2771,17585
2781,17622
2791,17498
2801,17523
2811,17481
2821,17471
2831,17402
2841,17502
2851,17484
