generation,num_individuals,maxm2
1,100,0
11,104,0
21,121,0
31,130,0
41,131,0.1
51,159,0.1
61,184,0.1
71,197,0.1
81,202,0.1
91,228,0.1
101,246,0.1
111,262,0.1
121,290,0.2
131,341,0.1
141,380,0.1
151,411,0.1
161,461,0.1
171,498,0.2
181,514,0.2
191,542,0.2
201,590,0.2
211,646,0.2
221,692,0.2
231,752,0.2
241,851,0.2
251,920,0.2
261,960,0.2
271,1043,0.2
281,1115,0.2
291,1191,0.2
301,1270,0.2
311,1325,0.2
321,1432,0.2
331,1542,0.2
341,1635,0.2
351,1790,0.2
361,1908,0.2
371,2076,0.3
381,2226,0.3
391,2362,0.3
401,2546,0.2
411,2731,0.2
421,2915,0.3
431,3177,0.3
441,3384,0.3
451,3634,0.3
461,3850,0.3
471,4113,0.3
481,4343,0.3
491,4613,0.3
501,4838,0.3
511,5085,0.3
521,5397,0.3
531,5719,0.3
541,6053,0.3
551,6364,0.3
561,6626,0.3
571,6959,0.4
581,7164,0.4
591,7391,0.3
601,7679,0.3
611,8013,0.3
621,8354,0.4
631,8803,0.4
641,9154,0.4
651,9466,0.4
661,9888,0.5
671,10304,0.4
681,10595,0.4
691,10935,0.4
701,11212,0.4
711,11586,0.4
721,11871,0.4
731,12128,0.4
741,12359,0.4
751,12681,0.4
761,12853,0.4
771,13097,0.4
781,13369,0.4
791,13582,0.4
801,13827,0.4
811,14021,0.4
821,14310,0.4
831,14593,0.4
841,14728,0.4
851,14864,0.5
861,14986,0.5
871,15261,0.5
881,15264,0.5
891,15276,0.5
901,15544,0.5
911,15639,0.5
921,15625,0.4
931,15773,0.4
941,15968,0.4
951,16038,0.5
961,16244,0.5
971,16439,0.5
981,16414,0.5
991,16478,0.5
1001,16629,0.5
1011,16666,0.5
1021,16655,0.5
1031,16836,0.5
1041,16811,0.5
1051,16929,0.5
1061,16868,0.5
1071,16961,0.5
1081,16927,0.5
1091,17023,0.5
1101,17129,0.5
1111,17216,0.5
1121,17064,0.5
1131,17003,0.5
1141,16964,0.5
1151,16969,0.6
1161,17013,0.6
1171,17013,0.6
1181,16935,0.6
1191,17038,0.6
1201,16958,0.6
1211,16954,0.6
1221,16913,0.6
1231,16751,0.6
1241,16814,0.6
1251,16829,0.6
1261,16903,0.6
1271,16972,0.6
1281,17003,0.6
1291,17073,0.6
1301,16966,0.6
1311,17021,0.6
1321,17127,0.6
1331,17094,0.6
1341,17065,0.6
1351,17012,0.6
1361,17060,0.6
1371,17124,0.6
1381,17099,0.6
1391,17167,0.6
1401,17206,0.6
1411,17243,0.6
1421,17261,0.6
1431,17296,0.7
1441,17145,0.7
1451,17071,0.7
1461,17051,0.7
1471,17091,0.7
1481,17100,0.7
1491,17070,0.7
1501,17138,0.7
1511,17219,0.6
1521,17141,0.6
1531,17166,0.6
1541,17099,0.6
1551,17081,0.6
1561,17279,0.6
1571,17293,0.6
1581,17440,0.6
1591,17443,0.6
1601,17342,0.6
1611,17482,0.6
1621,17442,0.6
1631,17533,0.6
1641,17527,0.7
1651,17471,0.7
1661,17482,0.7
1671,17428,0.7
1681,17507,0.7
1691,17608,0.7
1701,17673,0.7
1711,17711,0.7
1721,17800,0.7
1731,17802,0.7
1741,17905,0.7
1751,17928,0.6
1761,17866,0.6
1771,17826,0.6
1781,17656,0.6
1791,17675,0.6
1801,17553,0.6
1811,17582,0.6
1821,17469,0.6
1831,17419,0.6
1841,17489,0.6
1851,17365,0.6
1861,17396,0.6
1871,17300,0.6
1881,17354,0.6
1891,17340,0.6
1901,17378,0.6
1911,17356,0.6
1921,17295,0.6
1931,17383,0.6
1941,17439,0.6
1951,17305,0.6
1961,17179,0.7
1971,17235,0.7
1981,17042,0.7
