generation,num_individuals
1,100
11,98
21,111
31,118
41,137
51,129
61,148
71,162
81,174
91,208
101,230
111,253
121,277
131,294
141,322
151,343
161,368
171,419
181,477
191,520
201,556
211,603
221,622
231,687
241,784
251,846
261,912
271,1018
281,1064
291,1150
301,1196
311,1242
321,1338
331,1397
341,1499
351,1633
361,1724
371,1803
381,1937
391,2064
401,2220
411,2415
421,2580
431,2735
441,2895
451,3027
461,3261
471,3524
481,3714
491,3925
501,4128
511,4418
521,4710
531,4967
541,5234
551,5481
561,5825
571,6047
581,6464
591,6898
601,7192
611,7495
621,7861
631,8196
641,8505
651,8885
661,9324
671,9608
681,9852
691,10150
701,10453
711,10758
721,11032
731,11360
741,11668
751,11915
761,12159
771,12507
781,12761
791,13060
801,13129
811,13475
821,13846
831,14072
841,14272
851,14431
861,14662
871,14826
881,15001
891,15212
901,15369
911,15565
921,15755
931,15919
941,15959
951,16071
961,16057
971,16080
981,16171
991,16253
1001,16293
1011,16346
1021,16433
1031,16399
1041,16516
1051,16561
1061,16704
1071,16757
1081,16907
1091,16995
1101,17124
1111,17085
1121,17135
1131,17119
1141,17086
1151,17020
1161,17100
1171,17119
1181,17228
1191,17283
1201,17256
1211,17362
1221,17470
1231,17228
1241,17180
1251,17160
1261,17276
1271,17327
1281,17310
1291,17286
1301,17311
1311,17424
1321,17415
1331,17370
1341,17388
1351,17389
1361,17473
1371,17477
1381,17522
1391,17466
1401,17608
1411,17577
1421,17616
1431,17630
1441,17658
1451,17587
1461,17599
1471,17645
1481,17774
1491,17760
1501,17748
1511,17688
1521,17671
1531,17619
1541,17690
1551,17638
1561,17579
1571,17594
1581,17498
1591,17499
1601,17436
1611,17441
1621,17341
1631,17334
1641,17310
1651,17356
1661,17439
1671,17542
1681,17494
1691,17503
1701,17432
1711,17263
1721,17380
1731,17363
1741,17515
1751,17342
1761,17362
1771,17394
1781,17506
1791,17550
1801,17587
1811,17455
1821,17378
1831,17301
1841,17331
1851,17342
1861,17330
1871,17441
1881,17505
1891,17503
1901,17526
1911,17452
1921,17423
1931,17480
1941,17502
1951,17413
1961,17437
1971,17451
1981,17413
1991,17565
2001,17571
2011,17489
2021,17338
2031,17225
2041,17320
2051,17420
2061,17389
2071,17402
2081,17306
2091,17273
2101,17446
2111,17445
2121,17448
2131,17547
2141,17478
2151,17555
2161,17597
2171,17629
2181,17520
2191,17555
2201,17570
2211,17410
2221,17465
2231,17489
2241,17561
2251,17563
2261,17385
2271,17440
2281,17492
2291,17432
2301,17420
2311,17424
2321,17536
2331,17549
2341,17497
2351,17434
2361,17408
2371,17516
2381,17453
2391,17471
2401,17580
2411,17549
2421,17482
2431,17511
2441,17532
2451,17527
2461,17530
2471,17606
2481,17635
2491,17506
2501,17439
2511,17440
2521,17522
2531,17520
2541,17399
2551,17416
2561,17414
2571,17543
2581,17403
2591,17516
2601,17423
2611,17492
2621,17561
2631,17469
2641,17502
2651,17506
2661,17454
2671,17485
2681,17385
2691,17449
2701,17369
2711,17417
2721,17408
2731,17371
2741,17441
2751,17457
2761,17391
2771,17288
2781,17323
2791,17334
2801,17392
2811,17371
2821,17318
2831,17417
2841,17277
2851,17304
2861,17423
2871,17358
2881,17227
2891,17183
2901,17124
2911,17108
2921,17023
2931,17001
2941,16957
2951,16944
2961,17060
2971,17090
2981,17210
2991,17322
3001,17302
3011,17270
3021,17255
3031,17297
3041,17225
3051,17295
3061,17379
3071,17358
3081,17278
3091,17352
3101,17309
3111,17423
3121,17369
3131,17278
3141,17385
3151,17300
3161,17316
3171,17403
3181,17524
3191,17555
3201,17664
3211,17584
3221,17646
3231,17598
3241,17511
3251,17591
3261,17583
3271,17494
3281,17580
3291,17606
3301,17584
3311,17494
3321,17448
3331,17495
3341,17468
3351,17461
3361,17485
3371,17519
3381,17562
3391,17391
3401,17335
3411,17521
3421,17578
3431,17605
3441,17328
3451,17289
3461,17315
3471,17200
3481,17265
3491,17348
3501,17322
3511,17239
3521,17225
3531,17270
3541,17535
3551,17554
3561,17561
3571,17514
3581,17544
3591,17680
3601,17680
3611,17738
3621,17649
3631,17649
3641,17544
3651,17500
3661,17526
3671,17467
3681,17570
3691,17432
3701,17679
3711,17557
3721,17556
3731,17550
3741,17486
3751,17372
3761,17428
3771,17413
3781,17417
3791,17524
3801,17654
3811,17618
3821,17602
3831,17511
3841,17598
3851,17505
3861,17565
3871,17574
3881,17566
3891,17733
3901,17634
3911,17720
3921,17602
3931,17574
3941,17587
3951,17622
3961,17539
3971,17663
3981,17648
3991,17645
4001,17530
4011,17699
4021,17510
4031,17508
4041,17492
4051,17451
4061,17475
4071,17531
4081,17495
4091,17418
4101,17469
4111,17542
4121,17567
4131,17441
4141,17463
4151,17376
4161,17359
4171,17329
4181,17281
4191,17235
4201,17208
4211,17011
4221,17112
4231,17176
4241,17277
4251,17386
4261,17386
4271,17433
4281,17288
4291,17411
4301,17416
4311,17317
4321,17262
4331,17316
4341,17307
4351,17332
4361,17166
4371,17136
4381,17233
4391,17326
4401,17293
4411,17440
4421,17442
4431,17363
4441,17251
4451,17240
4461,17222
4471,17319
4481,17296
4491,17350
4501,17390
4511,17486
4521,17413
4531,17567
4541,17465
4551,17280
4561,17360
4571,17393
4581,17229
4591,17320
4601,17356
4611,17245
4621,17359
4631,17398
4641,17444
4651,17395
4661,17503
4671,17482
4681,17473
4691,17660
4701,17652
4711,17553
4721,17650
4731,17708
4741,17665
4751,17647
4761,17603
4771,17641
4781,17623
4791,17684
4801,17734
4811,17785
4821,17747
4831,17683
4841,17732
4851,17631
4861,17492
4871,17472
4881,17603
4891,17601
4901,17524
4911,17460
4921,17505
4931,17498
4941,17564
4951,17417
4961,17419
4971,17356
4981,17648
4991,17693
5001,17677
5011,17668
5021,17562
5031,17672
5041,17660
5051,17839
5061,17765
5071,17813
5081,17726
5091,17666
5101,17606
5111,17454
5121,17588
5131,17519
5141,17390
5151,17418
5161,17081
5171,17083
5181,17112
5191,17202
5201,17230
5211,17306
5221,17407
5231,17337
5241,17346
5251,17437
5261,17478
5271,17497
5281,17409
5291,17490
5301,17275
5311,17223
5321,17181
5331,17029
5341,17078
5351,17093
5361,17127
5371,17073
5381,17183
5391,17260
5401,17290
5411,17284
5421,17417
5431,17382
5441,17462
5451,17397
5461,17474
5471,17487
5481,17564
5491,17650
5501,17620
5511,17530
5521,17600
5531,17565
5541,17584
5551,17521
5561,17651
5571,17648
5581,17626
5591,17591
5601,17533
5611,17581
5621,17657
5631,17782
5641,17883
5651,17787
5661,17707
5671,17690
5681,17672
5691,17653
5701,17549
5711,17583
5721,17661
5731,17645
5741,17594
5751,17552
5761,17533
5771,17528
5781,17596
5791,17561
5801,17661
5811,17758
5821,17663
5831,17557
5841,17496
5851,17502
5861,17529
5871,17473
5881,17356
5891,17246
5901,17247
5911,17268
5921,17315
5931,17314
5941,17336
5951,17313
5961,17401
5971,17537
5981,17669
5991,17662
6001,17645
6011,17617
6021,17489
6031,17453
6041,17480
6051,17390
6061,17451
6071,17418
6081,17367
6091,17473
6101,17573
6111,17407
6121,17471
6131,17449
6141,17441
6151,17428
6161,17540
6171,17561
6181,17546
6191,17416
6201,17494
6211,17424
6221,17446
6231,17455
6241,17392
6251,17304
6261,17228
6271,17245
6281,17381
6291,17422
6301,17313
6311,17359
6321,17314
6331,17285
6341,17415
6351,17246
6361,17326
6371,17367
6381,17360
6391,17365
6401,17231
6411,17113
6421,17140
6431,17183
6441,17215
6451,17383
6461,17482
6471,17449
6481,17347
6491,17355
6501,17401
6511,17307
6521,17365
6531,17387
6541,17366
6551,17322
6561,17166
6571,17288
6581,17317
6591,17536
6601,17339
6611,17240
6621,17257
6631,17345
6641,17268
6651,17251
6661,17114
6671,17117
6681,17118
6691,17083
6701,17131
6711,17199
6721,17269
6731,17348
6741,17423
6751,17476
6761,17299
6771,17327
6781,17227
6791,17358
6801,17389
6811,17398
6821,17356
6831,17287
6841,17317
6851,17315
6861,17440
6871,17353
6881,17320
6891,17317
6901,17280
6911,17398
6921,17237
6931,17292
6941,17400
6951,17431
6961,17472
6971,17525
6981,17671
6991,17633
7001,17552
7011,17484
7021,17375
7031,17332
7041,17323
7051,17347
7061,17220
7071,17353
7081,17249
7091,17194
7101,17099
7111,17182
7121,17167
7131,17122
7141,17268
7151,17388
7161,17360
7171,17287
7181,17397
7191,17353
7201,17359
7211,17387
7221,17232
7231,17329
7241,17437
7251,17387
7261,17405
7271,17381
7281,17351
7291,17459
7301,17578
7311,17351
7321,17307
7331,17267
7341,17283
7351,17337
7361,17275
7371,17303
7381,17161
7391,17103
7401,17206
7411,17240
7421,17311
7431,17231
7441,17275
7451,17223
7461,17128
7471,17082
7481,16986
7491,17091
7501,17298
7511,17308
7521,17365
7531,17331
7541,17299
7551,17395
7561,17348
7571,17255
7581,17276
7591,17211
7601,17201
7611,17237
7621,17244
7631,17320
7641,17400
7651,17272
7661,17330
7671,17419
7681,17318
7691,17249
7701,17170
7711,17221
7721,17199
7731,17178
7741,17200
7751,17138
7761,17004
7771,17217
7781,17394
7791,17317
7801,17339
7811,17291
7821,17177
7831,17304
7841,17427
7851,17497
7861,17482
7871,17393
7881,17416
7891,17436
7901,17522
7911,17411
7921,17556
7931,17448
7941,17391
7951,17453
7961,17420
7971,17465
7981,17379
7991,17397
8001,17441
