generation,num_individuals,maxm2
1,100,0
11,113,0
21,137,0.1
31,149,0.1
41,154,0.1
51,162,0.1
61,171,0.1
71,180,0.1
81,178,0.1
91,185,0.1
101,214,0.1
111,228,0.1
121,234,0.1
131,272,0.1
141,269,0.1
151,290,0.1
161,323,0.1
171,348,0.1
181,379,0.1
191,393,0.1
201,419,0.1
211,446,0.1
221,515,0.1
231,562,0.1
241,597,0.1
251,666,0.3
261,743,0.2
271,795,0.2
281,852,0.2
291,876,0.2
301,953,0.2
311,1017,0.2
321,1114,0.2
331,1252,0.2
341,1347,0.2
351,1440,0.2
361,1513,0.2
371,1663,0.2
381,1718,0.2
391,1861,0.2
401,1971,0.2
411,2105,0.2
421,2222,0.2
431,2350,0.2
441,2583,0.3
451,2724,0.3
461,2956,0.3
471,3120,0.3
481,3265,0.3
491,3431,0.3
501,3617,0.4
511,3836,0.4
521,4105,0.4
531,4399,0.4
541,4654,0.3
551,4915,0.3
561,5191,0.3
571,5565,0.3
581,5865,0.3
591,6199,0.4
601,6542,0.3
611,6836,0.3
621,7244,0.3
631,7470,0.3
641,7847,0.3
651,8198,0.3
661,8531,0.3
671,8829,0.3
681,9065,0.3
691,9354,0.3
701,9631,0.3
711,10051,0.3
721,10423,0.4
731,10634,0.4
741,10837,0.4
751,11188,0.4
761,11436,0.4
771,11722,0.4
781,11887,0.4
791,12070,0.4
801,12336,0.4
811,12584,0.4
821,12792,0.4
831,13106,0.5
841,13328,0.4
851,13640,0.4
861,13929,0.4
871,14228,0.4
881,14388,0.4
891,14513,0.4
901,14657,0.5
911,14715,0.5
921,14935,0.5
931,15113,0.5
941,15214,0.5
951,15417,0.5
961,15540,0.5
971,15652,0.5
981,15674,0.5
991,15867,0.5
1001,16110,0.6
1011,16188,0.6
1021,16307,0.6
1031,16352,0.6
1041,16409,0.5
1051,16579,0.5
1061,16639,0.5
1071,16628,0.5
1081,16809,0.5
1091,16934,0.5
1101,16957,0.5
1111,17006,0.5
1121,17027,0.5
1131,17016,0.5
1141,17106,0.5
1151,17129,0.5
1161,17057,0.5
1171,17134,0.5
1181,17154,0.5
1191,17274,0.5
1201,17321,0.5
1211,17287,0.6
1221,17229,0.6
1231,17280,0.6
1241,17279,0.6
1251,17326,0.6
1261,17418,0.6
1271,17566,0.6
1281,17594,0.6
1291,17646,0.6
1301,17583,0.6
1311,17550,0.6
1321,17519,0.6
1331,17451,0.6
1341,17427,0.6
1351,17369,0.6
1361,17352,0.6
1371,17526,0.6
1381,17376,0.6
1391,17455,0.6
1401,17544,0.6
1411,17451,0.6
1421,17562,0.6
1431,17482,0.6
1441,17468,0.6
1451,17507,0.6
1461,17517,0.6
1471,17552,0.6
1481,17461,0.6
1491,17489,0.6
1501,17374,0.6
1511,17349,0.6
1521,17384,0.6
1531,17406,0.6
1541,17418,0.6
1551,17477,0.6
1561,17687,0.6
1571,17637,0.6
1581,17553,0.6
1591,17400,0.6
1601,17313,0.6
1611,17252,0.6
1621,17409,0.6
1631,17400,0.6
1641,17479,0.6
1651,17597,0.6
1661,17441,0.6
1671,17487,0.6
1681,17493,0.6
1691,17644,0.6
1701,17689,0.6
1711,17662,0.6
1721,17634,0.6
1731,17687,0.6
1741,17618,0.6
1751,17596,0.6
1761,17669,0.6
1771,17663,0.6
1781,17644,0.6
1791,17514,0.6
1801,17600,0.6
1811,17729,0.6
1821,17762,0.6
1831,17872,0.6
1841,17861,0.6
1851,17843,0.7
1861,17787,0.6
1871,17667,0.6
1881,17716,0.6
1891,17727,0.6
1901,17608,0.6
1911,17585,0.6
1921,17601,0.6
1931,17515,0.6
1941,17342,0.6
1951,17267,0.6
1961,17302,0.6
1971,17150,0.6
1981,17206,0.6
1991,17375,0.6
2001,17336,0.6
2011,17390,0.6
2021,17327,0.6
2031,17272,0.6
2041,17323,0.6
2051,17296,0.6
2061,17335,0.6
2071,17170,0.6
2081,17195,0.6
2091,17167,0.6
2101,17056,0.6
2111,16994,0.6
2121,17023,0.6
2131,16983,0.7
2141,17211,0.7
2151,17207,0.7
2161,17130,0.7
2171,17071,0.7
2181,17022,0.6
2191,17069,0.6
2201,16949,0.6
2211,16965,0.6
2221,17101,0.6
2231,17059,0.6
2241,17159,0.6
2251,17224,0.6
2261,17103,0.6
2271,17245,0.6
2281,17396,0.6
2291,17229,0.6
2301,17085,0.6
2311,17072,0.6
2321,17251,0.6
2331,17089,0.6
2341,17208,0.6
2351,17307,0.6
2361,17203,0.6
2371,17177,0.7
2381,17236,0.7
2391,17253,0.7
2401,17043,0.7
2411,17121,0.7
2421,17262,0.7
2431,17355,0.7
2441,17393,0.7
2451,17335,0.7
2461,17208,0.7
2471,17328,0.7
2481,17430,0.7
2491,17375,0.7
2501,17402,0.7
2511,17285,0.7
2521,17239,0.8
2531,17177,0.8
2541,17102,0.7
2551,17067,0.7
2561,17152,0.7
2571,17205,0.7
2581,17252,0.7
2591,17428,0.7
2601,17458,0.8
2611,17442,0.8
2621,17449,0.8
2631,17506,0.8
2641,17407,0.8
2651,17535,0.8
2661,17555,0.8
2671,17589,0.8
2681,17430,0.8
2691,17368,0.8
2701,17331,0.8
2711,17409,0.8
2721,17439,0.8
2731,17466,0.8
2741,17375,0.8
2751,17277,0.8
2761,17310,0.8
2771,17446,0.8
2781,17454,0.8
2791,17385,0.8
2801,17243,0.8
2811,16992,0.8
2821,17124,0.8
2831,17146,0.8
2841,17212,0.8
2851,17176,0.8
2861,17281,0.8
2871,17203,0.8
2881,17293,0.8
2891,17143,0.8
2901,17130,0.8
2911,17217,0.8
2921,17330,0.8
2931,17405,0.8
2941,17468,0.8
2951,17549,0.8
2961,17752,0.8
2971,17695,0.8
2981,17737,0.8
2991,17745,0.8
3001,17758,0.8
3011,17804,0.8
3021,17621,0.8
3031,17483,0.8
3041,17488,0.8
3051,17486,0.8
3061,17611,0.8
3071,17709,0.8
3081,17666,0.8
3091,17657,0.8
3101,17561,0.8
3111,17635,0.8
3121,17798,0.8
3131,17796,0.8
3141,17681,0.9
3151,17655,0.9
3161,17572,0.9
3171,17491,0.9
3181,17501,0.9
3191,17598,0.9
3201,17553,0.9
3211,17537,0.9
3221,17527,0.9
3231,17445,0.9
3241,17531,0.9
3251,17581,0.9
3261,17574,0.9
3271,17550,0.9
3281,17544,0.9
3291,17516,0.9
3301,17587,0.9
3311,17626,0.9
3321,17514,0.9
3331,17431,0.9
3341,17324,0.9
3351,17268,0.9
3361,17266,0.9
3371,17188,0.9
3381,17226,0.9
3391,17176,0.9
3401,17284,0.9
3411,17275,0.9
3421,17335,0.9
3431,17382,0.9
3441,17252,0.9
3451,17191,0.9
3461,17227,0.9
3471,17173,0.9
3481,17226,0.9
3491,17341,0.9
3501,17414,0.9
3511,17514,0.9
3521,17346,0.9
3531,17228,0.9
3541,17031,0.9
3551,17042,0.9
3561,17038,0.9
3571,17019,0.9
3581,17108,0.9
3591,17213,0.9
3601,17300,0.9
3611,17292,0.9
3621,17498,0.9
3631,17529,0.9
3641,17658,0.9
3651,17629,0.9
3661,17789,0.9
3671,17805,0.9
3681,17743,0.9
3691,17745,0.9
3701,17759,0.9
3711,17786,1
3721,17830,1
3731,17844,1
3741,17779,1
3751,17696,0.9
3761,17597,0.9
3771,17532,0.9
3781,17650,0.9
3791,17782,0.9
3801,17767,0.9
3811,17603,0.9
3821,17626,0.9
3831,17618,0.9
3841,17529,0.9
