generation,num_individuals,maxm2
1,100,0
11,116,0
21,140,0.1
31,155,0.1
41,159,0.1
51,171,0.1
61,182,0.1
71,192,0.1
81,213,0.1
91,226,0.1
101,256,0.1
111,270,0.1
121,303,0.1
131,323,0.2
141,378,0.1
151,421,0.1
161,450,0.2
171,459,0.2
181,465,0.2
191,509,0.2
201,566,0.2
211,587,0.2
221,633,0.2
231,697,0.2
241,773,0.2
251,829,0.2
261,875,0.3
271,971,0.3
281,1031,0.3
291,1151,0.3
301,1253,0.3
311,1335,0.3
321,1464,0.3
331,1562,0.3
341,1674,0.3
351,1759,0.3
361,1922,0.3
371,1993,0.3
381,2166,0.3
391,2350,0.3
401,2499,0.3
411,2659,0.3
421,2887,0.3
431,3103,0.3
441,3254,0.3
451,3493,0.4
461,3720,0.4
471,3968,0.4
481,4254,0.4
491,4539,0.4
501,4808,0.4
511,5036,0.4
521,5388,0.3
531,5733,0.4
541,6078,0.4
551,6351,0.4
561,6618,0.4
571,6950,0.4
581,7255,0.4
591,7584,0.4
601,7947,0.4
611,8297,0.4
621,8664,0.4
631,9124,0.4
641,9509,0.4
651,9800,0.4
661,10086,0.4
671,10384,0.4
681,10798,0.4
691,11151,0.4
701,11532,0.4
711,11828,0.5
721,12049,0.4
731,12435,0.4
741,12749,0.4
751,12952,0.4
761,13291,0.4
771,13449,0.4
781,13754,0.4
791,13972,0.4
801,14160,0.4
811,14198,0.5
821,14409,0.5
831,14781,0.5
841,15016,0.4
851,15138,0.4
861,15308,0.4
871,15562,0.4
881,15688,0.4
891,15831,0.4
901,16057,0.4
911,16096,0.4
921,16227,0.4
931,16231,0.4
941,16420,0.5
951,16739,0.5
961,16887,0.5
971,16968,0.5
981,17005,0.5
991,16998,0.5
1001,17017,0.5
1011,17081,0.5
1021,17164,0.5
1031,17297,0.5
1041,17386,0.5
1051,17333,0.4
1061,17452,0.4
1071,17552,0.4
1081,17692,0.4
1091,17657,0.5
1101,17689,0.5
1111,17747,0.5
1121,17712,0.5
1131,17885,0.5
1141,17776,0.5
1151,17707,0.5
1161,17660,0.5
1171,17658,0.5
1181,17640,0.5
1191,17565,0.5
1201,17630,0.5
1211,17485,0.5
1221,17534,0.5
1231,17353,0.5
1241,17462,0.5
1251,17538,0.5
1261,17619,0.5
1271,17760,0.5
1281,17772,0.5
1291,17864,0.5
1301,17702,0.5
1311,17607,0.5
1321,17589,0.5
1331,17626,0.5
1341,17538,0.5
1351,17568,0.5
1361,17647,0.5
1371,17656,0.5
1381,17714,0.5
1391,17840,0.5
1401,17726,0.5
1411,17734,0.5
1421,17672,0.5
1431,17761,0.5
1441,17742,0.5
1451,17666,0.5
1461,17696,0.5
1471,17625,0.5
1481,17631,0.5
1491,17635,0.5
1501,17619,0.5
1511,17564,0.5
1521,17510,0.5
1531,17493,0.6
1541,17394,0.6
1551,17338,0.6
1561,17401,0.6
1571,17501,0.6
1581,17536,0.6
1591,17465,0.6
1601,17618,0.6
1611,17695,0.6
1621,17582,0.6
1631,17446,0.6
1641,17389,0.6
1651,17408,0.6
1661,17453,0.6
