generation,num_individuals,maxm2
1,100,0
11,99,0
21,101,0.1
31,122,0.1
41,129,0.1
51,141,0.1
61,151,0.1
71,164,0.1
81,159,0.1
91,167,0.1
101,203,0.1
111,235,0.1
121,252,0.1
131,252,0.1
141,272,0.1
151,293,0.1
161,323,0.1
171,340,0.2
181,346,0.2
191,350,0.2
201,373,0.2
211,411,0.2
221,450,0.2
231,499,0.2
241,534,0.2
251,575,0.2
261,636,0.2
271,669,0.2
281,724,0.2
291,834,0.2
301,886,0.2
311,971,0.2
321,1113,0.2
331,1241,0.2
341,1317,0.2
351,1426,0.2
361,1581,0.3
371,1706,0.3
381,1876,0.3
391,2063,0.3
401,2226,0.3
411,2400,0.3
421,2556,0.3
431,2674,0.3
441,2943,0.3
451,3161,0.3
461,3434,0.3
471,3703,0.3
481,3980,0.3
491,4293,0.3
501,4559,0.3
511,4900,0.3
521,5250,0.3
531,5577,0.3
541,5910,0.4
551,6264,0.3
561,6632,0.3
571,6971,0.3
581,7218,0.4
591,7570,0.4
601,7882,0.4
611,8246,0.4
621,8681,0.4
631,9035,0.4
641,9560,0.4
651,10059,0.4
661,10479,0.4
671,10885,0.4
681,11388,0.4
691,11758,0.4
701,12137,0.4
711,12587,0.4
721,12870,0.4
731,13227,0.4
741,13542,0.4
751,14003,0.4
761,14299,0.4
771,14644,0.4
781,14958,0.4
791,15348,0.4
801,15498,0.5
811,15711,0.5
821,15934,0.5
831,16277,0.5
841,16475,0.6
851,16729,0.6
861,16967,0.6
871,17230,0.6
881,17521,0.6
891,17639,0.6
901,17736,0.5
911,17979,0.5
921,18003,0.5
931,18033,0.5
941,18081,0.4
951,18163,0.4
961,18392,0.4
971,18534,0.4
981,18690,0.4
991,18759,0.4
1001,18854,0.5
1011,18884,0.5
1021,19023,0.5
1031,19092,0.5
1041,19049,0.5
1051,19094,0.5
1061,19264,0.5
1071,19160,0.5
1081,19120,0.5
1091,18867,0.5
1101,18884,0.5
1111,18932,0.5
1121,18977,0.5
1131,19045,0.5
1141,19028,0.5
1151,19252,0.5
1161,19251,0.5
1171,19209,0.5
1181,19139,0.5
1191,19255,0.5
1201,19318,0.5
1211,19330,0.5
1221,19297,0.5
1231,19333,0.5
1241,19348,0.5
1251,19376,0.5
1261,19573,0.5
1271,19478,0.5
1281,19519,0.6
1291,19612,0.6
1301,19644,0.6
1311,19680,0.6
1321,19729,0.6
1331,19773,0.6
1341,19823,0.6
1351,19908,0.6
1361,19962,0.6
1371,19770,0.6
1381,19596,0.6
1391,19640,0.6
1401,19683,0.6
1411,19695,0.6
1421,19873,0.6
1431,19947,0.6
1441,19952,0.6
1451,19882,0.6
1461,19958,0.6
1471,19980,0.6
1481,20047,0.5
1491,20007,0.5
1501,19970,0.5
1511,20010,0.6
1521,19984,0.6
1531,19946,0.6
1541,20031,0.6
1551,19865,0.6
1561,20010,0.6
1571,19872,0.6
1581,19834,0.6
1591,19921,0.6
1601,19892,0.6
1611,19789,0.5
1621,19640,0.5
1631,19534,0.5
1641,19502,0.5
1651,19462,0.5
1661,19374,0.5
1671,19325,0.5
1681,19405,0.6
1691,19582,0.5
1701,19501,0.5
1711,19526,0.5
1721,19635,0.5
1731,19605,0.6
1741,19552,0.6
1751,19655,0.6
1761,19921,0.6
1771,20035,0.6
1781,19920,0.6
1791,19848,0.6
1801,19792,0.6
1811,19867,0.6
1821,19758,0.6
1831,19926,0.6
1841,20072,0.6
1851,19960,0.6
1861,19799,0.6
1871,19803,0.6
1881,19797,0.6
1891,19640,0.6
1901,19759,0.6
1911,19836,0.6
1921,19726,0.6
1931,19667,0.6
1941,19722,0.6
1951,19738,0.6
1961,19581,0.6
1971,19648,0.6
1981,19675,0.6
1991,19686,0.6
2001,19749,0.6
2011,19759,0.6
2021,19700,0.6
2031,19598,0.6
2041,19613,0.6
2051,19646,0.6
2061,19562,0.6
2071,19438,0.6
2081,19388,0.6
2091,19459,0.6
2101,19422,0.6
2111,19409,0.6
2121,19401,0.7
2131,19503,0.7
2141,19556,0.7
2151,19322,0.7
2161,19509,0.7
2171,19665,0.7
2181,19654,0.7
2191,19625,0.7
2201,19788,0.7
2211,19764,0.7
2221,19718,0.7
2231,19809,0.7
2241,19954,0.7
2251,20118,0.7
2261,20137,0.7
2271,20057,0.7
2281,20005,0.7
2291,19930,0.7
2301,19972,0.7
2311,20155,0.7
2321,19980,0.7
2331,20097,0.7
2341,20282,0.7
2351,20268,0.7
2361,20185,0.7
2371,20060,0.7
2381,20064,0.7
2391,20132,0.7
2401,20161,0.7
2411,20284,0.7
2421,20270,0.7
2431,20262,0.7
2441,20156,0.7
2451,20191,0.7
2461,20191,0.7
2471,20246,0.7
2481,20047,0.7
2491,19874,0.7
2501,19815,0.7
2511,19802,0.7
2521,19856,0.7
2531,19865,0.7
2541,19935,0.7
2551,19796,0.7
2561,19602,0.7
2571,19437,0.7
2581,19376,0.7
2591,19510,0.7
2601,19479,0.8
2611,19822,0.7
2621,19867,0.7
2631,19775,0.7
2641,19853,0.7
2651,19739,0.7
2661,19667,0.8
2671,19681,0.8
2681,19621,0.8
2691,19824,0.8
2701,19834,0.8
2711,19720,0.8
2721,19743,0.8
2731,19571,0.8
2741,19611,0.8
2751,19644,0.8
2761,19641,0.8
2771,19552,0.8
2781,19569,0.9
2791,19591,0.9
2801,19544,0.9
2811,19490,0.9
2821,19496,0.9
2831,19502,0.9
2841,19496,0.9
2851,19604,0.8
2861,19470,0.8
2871,19390,0.8
2881,19474,0.8
2891,19524,0.8
2901,19606,0.8
2911,19648,0.8
2921,19666,0.8
2931,19780,0.8
2941,19852,0.8
2951,19804,0.8
2961,19803,0.8
2971,19668,0.8
2981,19617,0.8
2991,19616,0.8
3001,19686,0.8
3011,19591,0.8
3021,19573,0.8
3031,19524,0.8
3041,19553,0.8
3051,19529,0.8
3061,19533,0.8
3071,19655,0.9
3081,19651,0.9
3091,19602,0.8
3101,19572,0.8
3111,19628,0.8
3121,19561,0.8
3131,19596,0.8
3141,19559,0.8
3151,19579,0.8
3161,19710,0.8
3171,19553,0.8
3181,19508,0.8
3191,19658,0.8
3201,19693,0.8
3211,19776,0.8
3221,19840,0.8
3231,19846,0.8
3241,19821,0.8
3251,19671,0.8
3261,19755,0.8
3271,19752,0.8
3281,19773,0.8
3291,19747,0.8
3301,19874,0.8
3311,19803,0.8
3321,19834,0.8
3331,19679,0.8
3341,19522,0.8
3351,19583,0.8
3361,19602,0.8
3371,19575,0.9
3381,19472,0.8
3391,19327,0.8
3401,19454,0.8
3411,19299,0.8
3421,19451,0.8
3431,19466,0.8
3441,19511,0.8
3451,19521,0.8
3461,19596,0.8
3471,19640,0.8
3481,19689,0.8
3491,19810,0.8
3501,19876,0.8
3511,19796,0.8
3521,19758,0.9
3531,19751,0.9
3541,19652,0.9
3551,19631,0.9
3561,19513,0.9
3571,19417,0.9
3581,19446,0.9
3591,19529,0.9
3601,19690,0.9
3611,19734,0.9
3621,19770,0.9
3631,19787,0.9
3641,19716,0.9
3651,19748,0.9
3661,19791,0.9
3671,19757,0.9
3681,19741,0.9
3691,19704,0.8
3701,19856,0.8
3711,19890,0.8
3721,19830,0.8
3731,19928,0.8
3741,19971,0.8
3751,20048,0.8
3761,20126,0.8
3771,20221,0.8
3781,20269,0.8
3791,20323,0.8
3801,20401,0.8
3811,20395,0.8
3821,20298,0.8
3831,20191,0.8
3841,20186,0.8
3851,20055,0.8
3861,19938,0.8
3871,19994,0.8
3881,19974,0.8
3891,19972,0.8
3901,20009,0.8
3911,19963,0.9
3921,20101,0.9
3931,20091,0.8
3941,20186,0.8
3951,20124,0.8
3961,19907,0.8
3971,19869,0.8
