generation,num_individuals,maxm2
1,100,0
11,102,0
21,119,0
31,125,0
41,149,0.1
51,151,0.1
61,157,0.1
71,156,0.1
81,169,0.1
91,179,0.1
101,209,0.1
111,224,0.1
121,239,0.1
131,244,0.1
141,270,0.2
151,306,0.1
161,326,0.1
171,348,0.1
181,386,0.2
191,434,0.2
201,477,0.2
211,497,0.2
221,538,0.2
231,602,0.2
241,650,0.2
251,713,0.2
261,756,0.2
271,794,0.2
281,813,0.2
291,849,0.2
301,886,0.2
311,893,0.2
321,940,0.2
331,1017,0.2
341,1094,0.2
351,1169,0.2
361,1261,0.2
371,1335,0.2
381,1407,0.2
391,1505,0.2
401,1579,0.2
411,1637,0.2
421,1702,0.2
431,1780,0.2
441,1897,0.2
451,1977,0.2
461,2032,0.2
471,2192,0.2
481,2300,0.3
491,2456,0.3
501,2573,0.3
511,2762,0.3
521,2824,0.3
531,3043,0.3
541,3176,0.3
551,3365,0.3
561,3562,0.4
571,3702,0.4
581,3878,0.4
591,4027,0.4
601,4136,0.4
611,4348,0.4
621,4554,0.3
631,4791,0.3
641,5028,0.3
651,5148,0.4
661,5329,0.4
671,5547,0.4
681,5717,0.4
691,5900,0.4
701,6085,0.4
711,6335,0.4
721,6560,0.4
731,6707,0.4
741,6971,0.4
751,7184,0.4
761,7490,0.4
771,7700,0.3
781,7885,0.3
791,8040,0.3
801,8295,0.3
811,8557,0.3
821,8684,0.3
831,8848,0.3
841,9008,0.3
851,9208,0.4
861,9298,0.4
871,9500,0.4
881,9642,0.4
891,9722,0.4
901,9973,0.4
911,10176,0.4
921,10322,0.4
931,10314,0.4
941,10559,0.4
951,10544,0.4
961,10690,0.4
971,10730,0.4
981,10895,0.4
991,11014,0.4
1001,11151,0.4
1011,11202,0.4
1021,11355,0.5
1031,11371,0.5
1041,11380,0.4
1051,11531,0.4
1061,11582,0.4
1071,11699,0.4
1081,11909,0.4
1091,11961,0.4
1101,12063,0.4
1111,12113,0.4
1121,12243,0.5
1131,12279,0.5
1141,12377,0.5
1151,12487,0.5
1161,12538,0.5
1171,12581,0.5
1181,12638,0.5
1191,12697,0.5
1201,12829,0.4
1211,12903,0.4
1221,12920,0.4
1231,13053,0.4
1241,13000,0.5
1251,13052,0.5
1261,13080,0.5
1271,13127,0.5
1281,13138,0.5
1291,13107,0.5
1301,13107,0.5
1311,13207,0.5
1321,13235,0.5
1331,13304,0.5
1341,13275,0.5
1351,13365,0.5
1361,13342,0.5
1371,13296,0.5
1381,13446,0.4
1391,13403,0.4
1401,13389,0.5
1411,13277,0.5
1421,13335,0.5
1431,13293,0.5
1441,13144,0.5
1451,13103,0.5
1461,13162,0.5
1471,13173,0.5
1481,13176,0.5
1491,13158,0.5
1501,13077,0.5
1511,13129,0.5
1521,13115,0.5
1531,13246,0.6
1541,13282,0.5
1551,13444,0.5
1561,13427,0.6
1571,13354,0.6
1581,13373,0.6
1591,13368,0.6
1601,13376,0.6
1611,13178,0.6
1621,13129,0.6
1631,13181,0.6
1641,13177,0.5
1651,13207,0.5
1661,13203,0.5
1671,13135,0.5
1681,13232,0.5
1691,13130,0.5
1701,13199,0.5
1711,13178,0.5
1721,13077,0.6
1731,13284,0.6
1741,13241,0.6
1751,13219,0.6
1761,13190,0.6
1771,13315,0.6
1781,13340,0.6
1791,13195,0.6
1801,13180,0.6
1811,13287,0.6
1821,13263,0.6
1831,13429,0.6
1841,13488,0.6
1851,13389,0.6
1861,13385,0.6
1871,13269,0.6
1881,13537,0.6
1891,13425,0.6
1901,13436,0.6
1911,13404,0.7
1921,13482,0.7
1931,13534,0.7
1941,13562,0.6
1951,13424,0.6
1961,13405,0.6
1971,13346,0.6
1981,13397,0.6
1991,13351,0.6
2001,13296,0.7
2011,13260,0.7
2021,13202,0.7
2031,13057,0.7
2041,13122,0.6
2051,13339,0.6
2061,13418,0.6
2071,13362,0.6
2081,13463,0.6
2091,13317,0.6
2101,13430,0.7
2111,13416,0.7
2121,13517,0.6
2131,13651,0.6
2141,13549,0.6
2151,13585,0.6
2161,13606,0.6
2171,13640,0.6
2181,13604,0.6
2191,13693,0.6
2201,13714,0.6
2211,13774,0.7
2221,13720,0.7
2231,13755,0.7
2241,13652,0.7
2251,13542,0.7
2261,13522,0.7
2271,13574,0.7
2281,13570,0.7
2291,13587,0.7
2301,13534,0.7
2311,13511,0.7
2321,13500,0.7
2331,13482,0.7
2341,13436,0.7
2351,13546,0.7
2361,13500,0.7
2371,13488,0.7
2381,13648,0.8
2391,13665,0.7
2401,13701,0.7
2411,13676,0.7
2421,13744,0.7
2431,13751,0.7
2441,13677,0.7
2451,13635,0.7
2461,13447,0.7
2471,13535,0.7
2481,13640,0.7
2491,13604,0.7
2501,13502,0.7
2511,13654,0.8
2521,13683,0.7
2531,13713,0.7
2541,13624,0.7
2551,13598,0.7
2561,13463,0.7
2571,13498,0.7
2581,13470,0.7
2591,13576,0.7
2601,13648,0.7
2611,13673,0.7
2621,13665,0.7
2631,13501,0.7
2641,13583,0.7
2651,13643,0.7
2661,13703,0.7
2671,13509,0.7
2681,13386,0.7
2691,13426,0.7
2701,13437,0.7
2711,13475,0.7
2721,13443,0.8
2731,13478,0.9
2741,13450,0.9
2751,13495,0.9
2761,13489,0.9
2771,13520,0.9
2781,13487,0.9
2791,13380,0.9
2801,13481,0.9
2811,13585,0.9
2821,13648,0.9
2831,13715,0.7
2841,13645,0.7
2851,13692,0.7
2861,13758,0.7
2871,13628,0.7
2881,13634,0.7
2891,13627,0.7
2901,13503,0.8
2911,13427,0.7
2921,13468,0.7
2931,13547,0.7
2941,13553,0.7
2951,13623,0.7
2961,13708,0.7
2971,13759,0.7
2981,13762,0.7
2991,13665,0.7
3001,13510,0.7
3011,13594,0.7
3021,13553,0.7
3031,13691,0.7
3041,13576,0.8
3051,13623,0.7
3061,13496,0.7
3071,13417,0.7
3081,13328,0.7
3091,13304,0.7
3101,13290,0.7
3111,13417,0.8
3121,13546,0.8
3131,13470,0.8
3141,13447,0.8
3151,13515,0.8
3161,13584,0.8
3171,13602,0.8
3181,13509,0.8
3191,13464,0.8
3201,13545,0.8
3211,13551,0.8
3221,13568,0.8
3231,13566,0.8
3241,13577,0.8
3251,13575,0.8
3261,13469,0.8
3271,13549,0.8
3281,13622,0.8
3291,13768,0.8
3301,13734,0.8
3311,13749,0.8
3321,13788,0.8
3331,13814,0.8
3341,13831,0.8
3351,13920,0.8
3361,13982,0.8
3371,14001,0.8
3381,13966,0.8
