generation,num_individuals,maxm2
1,100,0
11,100,0
21,111,0
31,110,0.1
41,101,0.1
51,118,0.1
61,122,0.1
71,124,0.1
81,133,0.1
91,133,0.1
101,133,0.1
111,136,0.1
121,132,0.1
131,139,0.1
141,137,0.1
151,145,0.1
161,139,0.2
171,168,0.2
181,178,0.2
191,185,0.1
201,197,0.1
211,201,0.1
221,199,0.1
231,204,0.1
241,210,0.1
251,212,0.1
261,213,0.1
271,232,0.1
281,221,0.1
291,224,0.1
301,228,0.1
311,212,0.1
321,220,0.2
331,192,0.2
341,184,0.2
351,194,0.2
361,200,0.2
371,208,0.2
381,214,0.2
391,218,0.1
401,203,0.1
411,220,0.1
421,214,0.1
431,212,0.1
441,214,0.1
451,208,0.1
461,211,0.1
471,206,0.2
481,197,0.2
491,202,0.2
501,198,0.2
511,215,0.2
521,215,0.2
531,223,0.2
541,215,0.2
551,242,0.2
561,246,0.1
571,246,0.2
581,236,0.1
591,240,0.2
601,251,0.2
611,274,0.2
621,267,0.1
631,259,0.2
641,257,0.2
651,257,0.2
661,260,0.2
671,272,0.2
681,264,0.2
691,270,0.2
701,275,0.2
711,298,0.2
721,298,0.2
731,285,0.2
741,263,0.2
751,250,0.2
761,255,0.2
771,250,0.2
781,287,0.2
791,298,0.2
801,293,0.2
811,301,0.2
821,294,0.2
831,290,0.2
841,296,0.2
851,300,0.2
861,296,0.2
871,305,0.2
881,295,0.2
891,281,0.2
901,299,0.3
911,316,0.3
921,319,0.3
931,324,0.3
941,324,0.3
951,317,0.3
961,328,0.3
971,316,0.3
981,299,0.3
991,319,0.3
1001,340,0.3
1011,352,0.3
1021,368,0.3
1031,398,0.3
1041,403,0.3
1051,418,0.3
1061,441,0.3
1071,437,0.3
1081,424,0.3
1091,453,0.3
1101,484,0.3
1111,495,0.3
1121,475,0.3
1131,477,0.4
1141,465,0.4
1151,481,0.4
1161,496,0.4
1171,505,0.4
1181,470,0.4
1191,464,0.4
1201,504,0.4
1211,499,0.4
1221,511,0.4
1231,533,0.4
1241,533,0.4
1251,565,0.4
1261,581,0.4
1271,579,0.4
1281,570,0.4
1291,573,0.4
1301,602,0.4
1311,609,0.4
1321,644,0.4
