generation,num_individuals,value
1751,17853,8e-05
1761,17752,8e-05
1771,17651,8e-05
1781,17501,8e-05
1791,17446,8e-05
1801,17430,8e-05
1811,17452,8e-05
1821,17379,8e-05
1831,17447,8e-05
1841,17430,8e-05
1851,17308,8e-05
1861,17217,8e-05
1871,17280,8e-05
1881,17487,8e-05
1891,17401,8e-05
1901,17341,8e-05
1911,17447,8e-05
1921,17504,8e-05
1931,17574,8e-05
1941,17552,8e-05
1951,17503,8e-05
1961,17423,8e-05
1971,17395,8e-05
1981,17447,8e-05
1991,17602,8e-05
2001,17682,8e-05
2011,17776,8e-05
2021,17814,8e-05
2031,17845,8e-05
2041,17928,8e-05
2051,17867,8e-05
2061,17822,8e-05
2071,17776,8e-05
2081,17887,8e-05
2091,17916,8e-05
2101,17940,8e-05
2111,17913,8e-05
2121,17911,8e-05
2131,17882,8e-05
2141,17861,8e-05
2151,17744,8e-05
2161,17737,8e-05
2171,17778,8e-05
2181,17845,8e-05
2191,17763,8e-05
2201,17792,8e-05
2211,17781,8e-05
2221,17801,8e-05
2231,17874,8e-05
2241,17823,8e-05
2251,17901,8e-05
2261,18003,8e-05
2271,18003,8e-05
2281,17837,8e-05
2291,17667,8e-05
2301,17594,8e-05
2311,17539,8e-05
2321,17504,8e-05
2331,17501,8e-05
2341,17519,8e-05
2351,17554,8e-05
2361,17603,8e-05
2371,17627,8e-05
2381,17613,8e-05
2391,17640,8e-05
2401,17695,8e-05
2411,17646,8e-05
2421,17546,8e-05
2431,17641,8e-05
2441,17555,8e-05
2451,17472,8e-05
2461,17505,8e-05
2471,17576,8e-05
2481,17624,8e-05
2491,17583,8e-05
2501,17450,8e-05
2511,17427,8e-05
2521,17493,8e-05
2531,17457,8e-05
2541,17454,8e-05
2551,17575,8e-05
2561,17638,8e-05
2571,17574,8e-05
2581,17639,8e-05
2591,17625,8e-05
2601,17630,8e-05
2611,17737,8e-05
2621,17720,8e-05
2631,17583,8e-05
2641,17453,8e-05
2651,17315,8e-05
2661,17145,8e-05
2671,17169,8e-05
2681,17139,8e-05
2691,17323,8e-05
2701,17232,8e-05
2711,17059,8e-05
2721,17152,8e-05
2731,17242,8e-05
2741,17119,8e-05
2751,17171,8e-05
2761,17132,8e-05
2771,17169,8e-05
2781,17326,8e-05
2791,17413,8e-05
2801,17396,8e-05
2811,17351,8e-05
2821,17472,8e-05
2831,17475,8e-05
2841,17441,8e-05
2851,17473,8e-05
2861,17445,8e-05
2871,17439,8e-05
2881,17477,8e-05
2891,17392,8e-05
2901,17371,8e-05
2911,17227,8e-05
2921,17113,8e-05
2931,16930,8e-05
2941,16912,8e-05
2951,17074,8e-05
2961,17032,8e-05
2971,17122,8e-05
2981,16933,8e-05
2991,16804,8e-05
3001,16819,8e-05
3011,16677,8e-05
3021,16659,8e-05
3031,16816,8e-05
3041,16798,8e-05
3051,16700,8e-05
3061,16772,8e-05
3071,16850,8e-05
3081,16920,8e-05
3091,16928,8e-05
3101,16880,8e-05
3111,16875,8e-05
3121,16958,8e-05
3131,16911,8e-05
3141,17018,8e-05
3151,17027,8e-05
3161,16987,8e-05
3171,17022,8e-05
3181,17190,8e-05
3191,17127,8e-05
3201,17153,8e-05
3211,17093,8e-05
3221,17088,8e-05
3231,17212,8e-05
3241,17289,8e-05
3251,17361,8e-05
3261,17378,8e-05
3271,17411,8e-05
3281,17395,8e-05
3291,17362,8e-05
3301,17338,8e-05
3311,17393,8e-05
3321,17418,8e-05
3331,17316,8e-05
3341,17212,8e-05
3351,17251,8e-05
3361,17381,8e-05
3371,17386,8e-05
3381,17336,8e-05
3391,17417,8e-05
3401,17394,8e-05
3411,17397,8e-05
3421,17250,8e-05
3431,17295,8e-05
3441,17419,8e-05
3451,17392,8e-05
3461,17306,8e-05
3471,17288,8e-05
3481,17219,8e-05
3491,17263,8e-05
3501,17087,8e-05
3511,17141,8e-05
3521,17136,8e-05
3531,17179,8e-05
3541,17176,8e-05
3551,16991,8e-05
3561,16939,8e-05
3571,17002,8e-05
3581,17145,8e-05
3591,17286,8e-05
3601,17271,8e-05
3611,17272,8e-05
3621,17430,8e-05
3631,17222,8e-05
3641,17263,8e-05
3651,17342,8e-05
3661,17239,8e-05
3671,17259,8e-05
3681,17229,8e-05
3691,17322,8e-05
3701,17476,8e-05
3711,17600,8e-05
3721,17498,8e-05
3731,17439,8e-05
3741,17525,8e-05
3751,17586,8e-05
3761,17541,8e-05
3771,17411,8e-05
3781,17240,8e-05
3791,17229,8e-05
3801,17091,8e-05
3811,17016,8e-05
3821,16996,8e-05
3831,17023,8e-05
3841,17062,8e-05
3851,17062,8e-05
3861,17063,8e-05
3871,17035,8e-05
3881,17070,8e-05
3891,17110,8e-05
3901,17141,8e-05
3911,17189,8e-05
3921,17102,8e-05
3931,17123,8e-05
3941,17314,8e-05
3951,17373,8e-05
3961,17285,8e-05
3971,17229,8e-05
3981,17252,8e-05
3991,17217,8e-05
4001,17154,8e-05
4011,17337,8e-05
4021,17273,8e-05
4031,17287,8e-05
4041,17468,8e-05
4051,17464,8e-05
4061,17518,8e-05
4071,17382,8e-05
4081,17232,8e-05
4091,17225,8e-05
4101,17162,8e-05
4111,17196,8e-05
4121,17152,8e-05
4131,17096,8e-05
4141,17097,8e-05
4151,17167,8e-05
4161,17136,8e-05
4171,17205,8e-05
4181,17088,8e-05
4191,17155,8e-05
4201,17210,8e-05
4211,17128,8e-05
4221,17061,8e-05
4231,17068,8e-05
4241,17184,8e-05
4251,17177,8e-05
4261,17104,8e-05
4271,17073,8e-05
4281,17070,8e-05
4291,17322,8e-05
4301,17287,8e-05
4311,17464,8e-05
4321,17353,8e-05
4331,17312,8e-05
4341,17395,8e-05
4351,17540,8e-05
4361,17583,8e-05
4371,17518,8e-05
4381,17535,8e-05
4391,17578,8e-05
4401,17581,8e-05
4411,17599,8e-05
4421,17448,8e-05
4431,17607,8e-05
4441,17636,8e-05
4451,17362,8e-05
4461,17353,8e-05
4471,17343,8e-05
4481,17367,8e-05
4491,17196,8e-05
4501,17295,8e-05
4511,17409,8e-05
4521,17328,8e-05
4531,17369,8e-05
4541,17334,8e-05
4551,17357,8e-05
4561,17325,8e-05
4571,17340,8e-05
4581,17323,8e-05
4591,17440,8e-05
4601,17438,8e-05
4611,17290,8e-05
4621,17242,8e-05
4631,17255,8e-05
4641,17112,8e-05
4651,17254,8e-05
4661,17324,8e-05
4671,17319,8e-05
4681,17334,8e-05
4691,17274,8e-05
4701,17408,8e-05
4711,17330,8e-05
4721,17236,8e-05
4731,17234,8e-05
4741,17325,8e-05
4751,17284,8e-05
4761,17288,8e-05
4771,17259,8e-05
4781,17193,8e-05
4791,17364,8e-05
4801,17455,8e-05
4811,17409,8e-05
4821,17475,8e-05
4831,17391,8e-05
4841,17363,8e-05
4851,17513,8e-05
4861,17474,8e-05
4871,17568,8e-05
4881,17494,8e-05
4891,17486,8e-05
4901,17504,8e-05
4911,17537,8e-05
4921,17527,8e-05
4931,17670,8e-05
4941,17551,8e-05
4951,17459,8e-05
4961,17530,8e-05
4971,17556,8e-05
4981,17449,8e-05
4991,17361,8e-05
5001,17325,8e-05
5011,17293,8e-05
5021,17243,8e-05
5031,17267,8e-05
5041,17416,8e-05
5051,17386,8e-05
5061,17386,8e-05
5071,17430,8e-05
5081,17443,8e-05
5091,17478,8e-05
5101,17474,8e-05
5111,17505,8e-05
5121,17360,8e-05
5131,17414,8e-05
5141,17436,8e-05
5151,17527,8e-05
5161,17503,8e-05
5171,17483,8e-05
5181,17592,8e-05
5191,17511,8e-05
5201,17563,8e-05
5211,17386,8e-05
5221,17405,8e-05
5231,17511,8e-05
5241,17606,8e-05
5251,17546,8e-05
5261,17549,8e-05
5271,17433,8e-05
5281,17433,8e-05
5291,17477,8e-05
5301,17555,8e-05
5311,17442,8e-05
5321,17584,8e-05
5331,17551,8e-05
5341,17603,8e-05
5351,17459,8e-05
5361,17615,8e-05
5371,17665,8e-05
5381,17605,8e-05
5391,17604,8e-05
5401,17814,8e-05
5411,17888,8e-05
5421,17803,8e-05
5431,17742,8e-05
5441,17702,8e-05
5451,17712,8e-05
5461,17710,8e-05
5471,17719,8e-05
5481,17784,8e-05
5491,17877,8e-05
5501,17970,8e-05
5511,18005,8e-05
5521,17972,8e-05
5531,17964,8e-05
5541,17747,8e-05
5551,17707,8e-05
5561,17686,8e-05
5571,17584,8e-05
5581,17617,8e-05
5591,17616,8e-05
5601,17588,8e-05
5611,17618,8e-05
5621,17673,8e-05
5631,17798,8e-05
5641,17800,8e-05
5651,17742,8e-05
5661,17652,8e-05
5671,17577,8e-05
5681,17405,8e-05
5691,17397,8e-05
5701,17490,8e-05
5711,17389,8e-05
5721,17346,8e-05
5731,17296,8e-05
5741,17248,8e-05
5751,17192,8e-05
5761,17022,8e-05
5771,17207,8e-05
5781,17406,8e-05
5791,17425,8e-05
5801,17353,8e-05
5811,17474,8e-05
5821,17376,8e-05
5831,17377,8e-05
5841,17232,8e-05
5851,17322,8e-05
5861,17371,8e-05
5871,17386,8e-05
5881,17370,8e-05
5891,17452,8e-05
5901,17422,8e-05
5911,17316,8e-05
5921,17333,8e-05
5931,17383,8e-05
5941,17370,8e-05
5951,17409,8e-05
5961,17441,8e-05
5971,17494,8e-05
5981,17417,8e-05
5991,17535,8e-05
6001,17528,8e-05
6011,17359,8e-05
6021,17391,8e-05
6031,17458,8e-05
6041,17523,8e-05
6051,17554,8e-05
6061,17482,8e-05
6071,17539,8e-05
6081,17518,8e-05
6091,17529,8e-05
6101,17327,8e-05
6111,17298,8e-05
6121,17444,8e-05
6131,17350,8e-05
6141,17395,8e-05
6151,17320,8e-05
6161,17279,8e-05
6171,17337,8e-05
6181,17244,8e-05
6191,17247,8e-05
6201,17195,8e-05
6211,17245,8e-05
6221,17331,8e-05
6231,17275,8e-05
6241,17243,8e-05
6251,17386,8e-05
6261,17391,8e-05
6271,17464,8e-05
6281,17420,8e-05
6291,17489,8e-05
6301,17446,8e-05
6311,17494,8e-05
6321,17408,8e-05
6331,17436,8e-05
6341,17595,8e-05
6351,17612,8e-05
6361,17637,8e-05
6371,17702,8e-05
6381,17592,8e-05
6391,17784,8e-05
6401,17773,8e-05
6411,17819,8e-05
6421,17865,8e-05
6431,17815,8e-05
6441,17736,8e-05
6451,17629,8e-05
6461,17533,8e-05
6471,17427,8e-05
6481,17539,8e-05
6491,17485,8e-05
6501,17460,8e-05
6511,17431,8e-05
6521,17524,8e-05
6531,17543,8e-05
6541,17586,8e-05
6551,17552,8e-05
6561,17660,8e-05
6571,17612,8e-05
6581,17645,8e-05
6591,17508,8e-05
6601,17562,8e-05
6611,17655,8e-05
6621,17667,8e-05
6631,17702,8e-05
6641,17641,8e-05
6651,17613,8e-05
6661,17545,8e-05
6671,17620,8e-05
6681,17575,8e-05
6691,17573,8e-05
6701,17573,8e-05
6711,17661,8e-05
6721,17754,8e-05
6731,17846,8e-05
6741,17932,8e-05
6751,17967,8e-05
6761,17889,8e-05
6771,17900,8e-05
6781,17854,8e-05
6791,17746,8e-05
6801,17664,8e-05
6811,17557,8e-05
6821,17574,8e-05
6831,17603,8e-05
6841,17494,8e-05
6851,17546,8e-05
6861,17536,8e-05
6871,17528,8e-05
6881,17478,8e-05
6891,17444,8e-05
6901,17411,8e-05
6911,17414,8e-05
6921,17526,8e-05
6931,17464,8e-05
6941,17393,8e-05
6951,17394,8e-05
6961,17487,8e-05
6971,17490,8e-05
6981,17497,8e-05
6991,17514,8e-05
7001,17545,8e-05
7011,17410,8e-05
7021,17386,8e-05
7031,17340,8e-05
7041,17414,8e-05
7051,17488,8e-05
7061,17468,8e-05
7071,17610,8e-05
7081,17535,8e-05
7091,17503,8e-05
7101,17582,8e-05
7111,17522,8e-05
7121,17645,8e-05
7131,17751,8e-05
7141,17821,8e-05
7151,17755,8e-05
7161,17734,8e-05
7171,17651,8e-05
7181,17626,8e-05
7191,17533,8e-05
7201,17557,8e-05
7211,17521,8e-05
7221,17529,8e-05
7231,17547,8e-05
7241,17603,8e-05
7251,17607,8e-05
7261,17648,8e-05
7271,17598,8e-05
7281,17601,8e-05
7291,17563,8e-05
7301,17588,8e-05
7311,17560,8e-05
7321,17511,8e-05
7331,17523,8e-05
7341,17482,8e-05
7351,17379,8e-05
7361,17294,8e-05
7371,17254,8e-05
7381,17242,8e-05
7391,17339,8e-05
7401,17335,8e-05
7411,17456,8e-05
7421,17553,8e-05
7431,17701,8e-05
7441,17737,8e-05
7451,17801,8e-05
7461,17753,8e-05
7471,17803,8e-05
7481,17762,8e-05
7491,17732,8e-05
7501,17796,8e-05
7511,17962,8e-05
7521,17842,8e-05
7531,17846,8e-05
7541,17886,8e-05
7551,17895,8e-05
7561,17979,8e-05
7571,17882,8e-05
7581,17904,8e-05
7591,17972,8e-05
7601,17884,8e-05
7611,17908,8e-05
7621,17941,8e-05
7631,17816,8e-05
7641,17774,8e-05
7651,17719,8e-05
7661,17928,8e-05
7671,17924,8e-05
7681,17789,8e-05
7691,17756,8e-05
7701,17745,8e-05
7711,17676,8e-05
7721,17593,8e-05
7731,17776,8e-05
7741,17724,8e-05
7751,17557,8e-05
7761,17691,8e-05
7771,17800,8e-05
7781,17822,8e-05
7791,17595,8e-05
7801,17599,8e-05
7811,17618,8e-05
7821,17485,8e-05
7831,17502,8e-05
7841,17646,8e-05
7851,17570,8e-05
7861,17534,8e-05
7871,17469,8e-05
7881,17587,8e-05
7891,17487,8e-05
7901,17400,8e-05
7911,17490,8e-05
7921,17529,8e-05
7931,17402,8e-05
7941,17274,8e-05
7951,17391,8e-05
7961,17378,8e-05
7971,17344,8e-05
7981,17177,8e-05
7991,17245,8e-05
8001,17171,8e-05
8011,17158,8e-05
8021,17272,8e-05
8031,17271,8e-05
8041,17301,8e-05
8051,17161,8e-05
8061,17122,8e-05
8071,17143,8e-05
8081,17156,8e-05
8091,17118,8e-05
8101,17190,8e-05
8111,17190,8e-05
8121,17279,8e-05
8131,17308,8e-05
8141,17296,8e-05
8151,17423,8e-05
8161,17453,8e-05
8171,17440,8e-05
8181,17471,8e-05
8191,17350,8e-05
8201,17206,8e-05
8211,17289,8e-05
8221,17216,8e-05
8231,17224,8e-05
8241,17269,8e-05
8251,17305,8e-05
8261,17393,8e-05
8271,17506,8e-05
8281,17612,8e-05
8291,17553,8e-05
8301,17638,8e-05
8311,17521,8e-05
8321,17368,8e-05
8331,17515,8e-05
8341,17493,8e-05
8351,17456,8e-05
8361,17379,8e-05
8371,17427,8e-05
8381,17410,8e-05
8391,17556,8e-05
8401,17481,8e-05
8411,17472,8e-05
8421,17453,8e-05
8431,17494,8e-05
8441,17403,8e-05
8451,17306,8e-05
8461,17453,8e-05
8471,17408,8e-05
8481,17448,8e-05
8491,17345,8e-05
8501,17355,8e-05
8511,17543,8e-05
8521,17412,8e-05
8531,17387,8e-05
8541,17292,8e-05
8551,17454,8e-05
8561,17429,8e-05
8571,17403,8e-05
8581,17360,8e-05
8591,17414,8e-05
8601,17311,8e-05
8611,17149,8e-05
8621,16968,8e-05
8631,16777,8e-05
8641,16890,8e-05
8651,16985,8e-05
8661,16937,8e-05
8671,17016,8e-05
8681,17034,8e-05
8691,17231,8e-05
8701,17195,8e-05
8711,17074,8e-05
8721,17148,8e-05
8731,17157,8e-05
8741,17142,8e-05
8751,17289,8e-05
8761,17301,8e-05
8771,17173,8e-05
8781,17208,8e-05
8791,17361,8e-05
8801,17367,8e-05
8811,17415,8e-05
8821,17558,8e-05
8831,17572,8e-05
8841,17481,8e-05
8851,17497,8e-05
8861,17562,8e-05
8871,17712,8e-05
8881,17708,8e-05
8891,17620,8e-05
8901,17548,8e-05
8911,17556,8e-05
8921,17523,8e-05
8931,17507,8e-05
8941,17510,8e-05
8951,17643,8e-05
8961,17567,8e-05
8971,17498,8e-05
8981,17387,8e-05
8991,17550,8e-05
9001,17387,8e-05
9011,17546,8e-05
9021,17592,8e-05
9031,17579,8e-05
9041,17523,8e-05
9051,17417,8e-05
9061,17325,8e-05
9071,17298,8e-05
9081,17256,8e-05
9091,17189,8e-05
9101,17301,8e-05
9111,17486,8e-05
9121,17521,8e-05
9131,17506,8e-05
9141,17529,8e-05
9151,17347,8e-05
9161,17222,8e-05
9171,16994,8e-05
9181,16950,8e-05
9191,16760,8e-05
9201,16697,8e-05
9211,16845,8e-05
9221,16946,8e-05
9231,16990,8e-05
9241,17078,8e-05
9251,17163,8e-05
9261,17149,8e-05
9271,17187,8e-05
9281,17133,8e-05
9291,17181,8e-05
9301,17093,8e-05
9311,17287,8e-05
9321,17435,8e-05
9331,17403,8e-05
9341,17362,8e-05
9351,17296,8e-05
9361,17410,8e-05
9371,17278,8e-05
9381,17305,8e-05
9391,17317,8e-05
9401,17517,8e-05
9411,17622,8e-05
9421,17659,8e-05
9431,17585,8e-05
9441,17517,8e-05
9451,17480,8e-05
9461,17657,8e-05
9471,17664,8e-05
9481,17720,8e-05
9491,17720,8e-05
9501,17779,8e-05
9511,17739,8e-05
9521,17696,8e-05
9531,17780,8e-05
9541,17612,8e-05
9551,17708,8e-05
9561,17695,8e-05
9571,17663,8e-05
9581,17661,8e-05
9591,17580,8e-05
9601,17502,8e-05
9611,17555,8e-05
9621,17430,8e-05
9631,17249,8e-05
9641,17168,8e-05
9651,17251,8e-05
9661,17208,8e-05
9671,17429,8e-05
9681,17337,8e-05
9691,17400,8e-05
9701,17326,8e-05
9711,17231,8e-05
9721,17238,8e-05
9731,17320,8e-05
9741,17353,8e-05
9751,17362,8e-05
9761,17409,8e-05
9771,17375,8e-05
9781,17431,8e-05
9791,17448,8e-05
9801,17369,8e-05
9811,17372,8e-05
9821,17307,8e-05
9831,17421,8e-05
9841,17493,8e-05
9851,17593,8e-05
9861,17768,8e-05
9871,17627,8e-05
9881,17552,8e-05
9891,17549,8e-05
9901,17313,8e-05
9911,17378,8e-05
9921,17476,8e-05
9931,17392,8e-05
9941,17341,8e-05
9951,17308,8e-05
9961,17284,8e-05
9971,17292,8e-05
9981,17307,8e-05
9991,17225,8e-05
10001,17241,8e-05
10011,17374,8e-05
10021,17383,8e-05
10031,17459,8e-05
10041,17461,8e-05
10051,17567,8e-05
10061,17599,8e-05
10071,17704,8e-05
10081,17639,8e-05
10091,17675,8e-05
10101,17745,8e-05
10111,17581,8e-05
10121,17546,8e-05
10131,17571,8e-05
10141,17576,8e-05
10151,17452,8e-05
10161,17478,8e-05
10171,17457,8e-05
10181,17378,8e-05
10191,17420,8e-05
10201,17323,8e-05
10211,17293,8e-05
10221,17317,8e-05
10231,17199,8e-05
10241,17374,8e-05
10251,17302,8e-05
10261,17304,8e-05
10271,17264,8e-05
10281,17313,8e-05
10291,17345,8e-05
10301,17304,8e-05
10311,17321,8e-05
10321,17380,8e-05
10331,17364,8e-05
10341,17271,8e-05
10351,17282,8e-05
10361,17264,8e-05
10371,17304,8e-05
10381,17271,8e-05
10391,17287,8e-05
10401,17396,8e-05
10411,17494,8e-05
10421,17620,8e-05
10431,17553,8e-05
10441,17659,8e-05
10451,17663,8e-05
10461,17665,8e-05
10471,17747,8e-05
10481,17633,8e-05
10491,17564,8e-05
10501,17584,8e-05
10511,17683,8e-05
10521,17737,8e-05
10531,17709,8e-05
10541,17730,8e-05
10551,17583,8e-05
10561,17571,8e-05
10571,17551,8e-05
10581,17512,8e-05
10591,17317,8e-05
10601,17289,8e-05
10611,17483,8e-05
10621,17639,8e-05
10631,17542,8e-05
10641,17495,8e-05
10651,17518,8e-05
10661,17506,8e-05
10671,17419,8e-05
10681,17420,8e-05
10691,17464,8e-05
10701,17423,8e-05
10711,17535,8e-05
10721,17507,8e-05
10731,17367,8e-05
10741,17199,8e-05
10751,17380,8e-05
10761,17502,8e-05
10771,17580,8e-05
10781,17680,8e-05
10791,17756,8e-05
10801,17713,8e-05
10811,17852,8e-05
10821,17981,8e-05
10831,17898,8e-05
10841,17838,8e-05
10851,17823,8e-05
10861,17877,8e-05
10871,17949,8e-05
10881,17768,8e-05
10891,17813,8e-05
10901,17873,8e-05
10911,17786,8e-05
10921,17762,8e-05
10931,17789,8e-05
10941,17731,8e-05
10951,17624,8e-05
10961,17580,8e-05
10971,17660,8e-05
10981,17616,8e-05
10991,17593,8e-05
11001,17716,8e-05
11011,17643,8e-05
11021,17621,8e-05
11031,17671,8e-05
11041,17673,8e-05
11051,17772,8e-05
11061,17870,8e-05
11071,17662,8e-05
11081,17539,8e-05
11091,17496,8e-05
11101,17415,8e-05
11111,17474,8e-05
11121,17404,8e-05
11131,17435,8e-05
11141,17466,8e-05
11151,17420,8e-05
11161,17383,8e-05
11171,17367,8e-05
11181,17176,8e-05
11191,17315,8e-05
11201,17313,8e-05
11211,17277,8e-05
11221,17226,8e-05
11231,17228,8e-05
11241,17251,8e-05
11251,17093,8e-05
11261,17024,8e-05
11271,17027,8e-05
11281,17053,8e-05
11291,17014,8e-05
11301,17163,8e-05
11311,17187,8e-05
11321,17171,8e-05
11331,17229,8e-05
11341,17337,8e-05
11351,17378,8e-05
11361,17308,8e-05
11371,17333,8e-05
11381,17435,8e-05
11391,17386,8e-05
11401,17489,8e-05
11411,17541,8e-05
11421,17447,8e-05
11431,17485,8e-05
11441,17581,8e-05
11451,17578,8e-05
11461,17467,8e-05
11471,17269,8e-05
11481,17240,8e-05
11491,17106,8e-05
11501,17264,8e-05
11511,17372,8e-05
11521,17385,8e-05
11531,17371,8e-05
11541,17383,8e-05
11551,17291,8e-05
11561,17253,8e-05
11571,17425,8e-05
11581,17417,8e-05
11591,17330,8e-05
11601,17338,8e-05
11611,17312,8e-05
11621,17282,8e-05
11631,17316,8e-05
11641,17204,8e-05
11651,17197,8e-05
11661,17215,8e-05
11671,17172,8e-05
11681,17185,8e-05
11691,17195,8e-05
11701,17183,8e-05
11711,17295,8e-05
11721,17342,8e-05
11731,17316,8e-05
11741,17400,8e-05
11751,17369,8e-05
11761,17391,8e-05
11771,17455,8e-05
11781,17407,8e-05
11791,17430,8e-05
11801,17379,8e-05
11811,17421,8e-05
11821,17455,8e-05
11831,17441,8e-05
11841,17585,8e-05
11851,17567,8e-05
11861,17567,8e-05
11871,17530,8e-05
11881,17536,8e-05
11891,17444,8e-05
11901,17359,8e-05
11911,17277,8e-05
11921,17193,8e-05
11931,17274,8e-05
11941,17172,8e-05
11951,17295,8e-05
11961,17214,8e-05
11971,17285,8e-05
11981,17379,8e-05
11991,17369,8e-05
12001,17190,8e-05
12011,17200,8e-05
12021,17154,8e-05
12031,17176,8e-05
12041,17353,8e-05
12051,17298,8e-05
12061,17203,8e-05
12071,17252,8e-05
12081,17236,8e-05
12091,17274,8e-05
12101,17337,8e-05
12111,17271,8e-05
12121,17353,8e-05
12131,17268,8e-05
12141,17233,8e-05
12151,17374,8e-05
12161,17326,8e-05
12171,17366,8e-05
12181,17363,8e-05
12191,17364,8e-05
12201,17435,8e-05
12211,17372,8e-05
12221,17235,8e-05
12231,17217,8e-05
12241,17226,8e-05
12251,17222,8e-05
12261,17122,8e-05
12271,17194,8e-05
12281,17231,8e-05
12291,17314,8e-05
12301,17316,8e-05
12311,17299,8e-05
12321,17295,8e-05
12331,17285,8e-05
12341,17483,8e-05
12351,17376,8e-05
12361,17397,8e-05
12371,17404,8e-05
12381,17602,8e-05
12391,17686,8e-05
12401,17513,8e-05
12411,17594,8e-05
12421,17749,8e-05
12431,17562,8e-05
12441,17533,8e-05
12451,17365,8e-05
12461,17426,8e-05
12471,17410,8e-05
12481,17443,8e-05
12491,17499,8e-05
12501,17412,8e-05
12511,17431,8e-05
12521,17409,8e-05
12531,17378,8e-05
12541,17336,8e-05
12551,17267,8e-05
12561,17227,8e-05
12571,17330,8e-05
12581,17305,8e-05
12591,17247,8e-05
12601,17383,8e-05
12611,17415,8e-05
12621,17427,8e-05
12631,17423,8e-05
12641,17434,8e-05
12651,17355,8e-05
12661,17334,8e-05
12671,17339,8e-05
12681,17343,8e-05
12691,17296,8e-05
12701,17346,8e-05
12711,17354,8e-05
12721,17381,8e-05
12731,17295,8e-05
12741,17449,8e-05
12751,17363,8e-05
12761,17380,8e-05
12771,17244,8e-05
12781,17387,8e-05
12791,17408,8e-05
12801,17221,8e-05
12811,17191,8e-05
12821,17235,8e-05
12831,17251,8e-05
12841,17240,8e-05
12851,17382,8e-05
12861,17469,8e-05
12871,17419,8e-05
12881,17289,8e-05
12891,17408,8e-05
12901,17469,8e-05
12911,17451,8e-05
12921,17599,8e-05
12931,17495,8e-05
12941,17677,8e-05
12951,17562,8e-05
12961,17555,8e-05
12971,17614,8e-05
12981,17601,8e-05
12991,17588,8e-05
13001,17491,8e-05
13011,17456,8e-05
13021,17493,8e-05
13031,17391,8e-05
13041,17436,8e-05
13051,17487,8e-05
13061,17597,8e-05
13071,17401,8e-05
13081,17405,8e-05
13091,17421,8e-05
13101,17358,8e-05
13111,17331,8e-05
13121,17284,8e-05
13131,17201,8e-05
13141,17206,8e-05
13151,17230,8e-05
13161,17280,8e-05
13171,17285,8e-05
13181,17255,8e-05
13191,17345,8e-05
13201,17443,8e-05
13211,17463,8e-05
13221,17505,8e-05
1,100,0.00014
11,110,0.00014
21,110,0.00014
31,120,0.00014
41,123,0.00014
51,139,0.00014
61,152,0.00014
71,165,0.00014
81,156,0.00014
91,167,0.00014
101,178,0.00014
111,203,0.00014
121,216,0.00014
131,238,0.00014
141,258,0.00014
151,279,0.00014
161,279,0.00014
171,289,0.00014
181,315,0.00014
191,339,0.00014
201,372,0.00014
211,433,0.00014
221,458,0.00014
231,503,0.00014
241,538,0.00014
251,586,0.00014
261,653,0.00014
271,736,0.00014
281,793,0.00014
291,837,0.00014
301,916,0.00014
311,930,0.00014
321,978,0.00014
331,1041,0.00014
341,1101,0.00014
351,1147,0.00014
361,1242,0.00014
371,1354,0.00014
381,1425,0.00014
391,1473,0.00014
401,1608,0.00014
411,1727,0.00014
421,1838,0.00014
431,1968,0.00014
441,2128,0.00014
451,2283,0.00014
461,2427,0.00014
471,2591,0.00014
481,2755,0.00014
491,2926,0.00014
501,3149,0.00014
511,3337,0.00014
521,3525,0.00014
531,3711,0.00014
541,4023,0.00014
551,4235,0.00014
561,4515,0.00014
571,4792,0.00014
581,5060,0.00014
591,5293,0.00014
601,5628,0.00014
611,5871,0.00014
621,6209,0.00014
631,6521,0.00014
641,6793,0.00014
651,7039,0.00014
661,7372,0.00014
671,7738,0.00014
681,8105,0.00014
691,8596,0.00014
701,8919,0.00014
711,9120,0.00014
721,9382,0.00014
731,9753,0.00014
741,10037,0.00014
751,10345,0.00014
761,10587,0.00014
771,10845,0.00014
781,11124,0.00014
791,11417,0.00014
801,11692,0.00014
811,11948,0.00014
821,12210,0.00014
831,12324,0.00014
841,12564,0.00014
851,12840,0.00014
861,13106,0.00014
871,13384,0.00014
881,13562,0.00014
891,13790,0.00014
901,14058,0.00014
911,14259,0.00014
921,14473,0.00014
931,14828,0.00014
941,15013,0.00014
951,15221,0.00014
961,15229,0.00014
971,15426,0.00014
981,15549,0.00014
991,15697,0.00014
1001,15933,0.00014
1011,16119,0.00014
1021,16139,0.00014
1031,16362,0.00014
1041,16450,0.00014
1051,16400,0.00014
1061,16431,0.00014
1071,16709,0.00014
1081,16869,0.00014
1091,17010,0.00014
1101,16995,0.00014
1111,17016,0.00014
1121,16919,0.00014
1131,16927,0.00014
1141,16960,0.00014
1151,16858,0.00014
1161,16880,0.00014
1171,16778,0.00014
1181,16852,0.00014
1191,17036,0.00014
1201,17023,0.00014
1211,17033,0.00014
1221,17054,0.00014
1231,17010,0.00014
1241,16973,0.00014
1251,16986,0.00014
1261,17085,0.00014
1271,17060,0.00014
1281,17018,0.00014
1291,17098,0.00014
1301,17086,0.00014
1311,17158,0.00014
1321,17104,0.00014
1331,17146,0.00014
1341,17217,0.00014
