generation,num_individuals,value
4651,17482,0.000185
4661,17447,0.000185
4671,17600,0.000185
4681,17542,0.000185
4691,17594,0.000185
4701,17794,0.000185
4711,17946,0.000185
4721,18008,0.000185
4731,18046,0.000185
4741,18001,0.000185
4751,17976,0.000185
4761,17895,0.000185
4771,17980,0.000185
4781,17897,0.000185
4791,17910,0.000185
4801,17927,0.000185
4811,17994,0.000185
4821,18008,0.000185
4831,17889,0.000185
4841,17914,0.000185
4851,17791,0.000185
4861,17772,0.000185
4871,17741,0.000185
4881,17663,0.000185
4891,17624,0.000185
4901,17575,0.000185
4911,17492,0.000185
4921,17520,0.000185
4931,17399,0.000185
4941,17435,0.000185
4951,17521,0.000185
4961,17506,0.000185
4971,17444,0.000185
4981,17365,0.000185
4991,17411,0.000185
5001,17305,0.000185
5011,17179,0.000185
5021,17161,0.000185
5031,17090,0.000185
5041,17146,0.000185
5051,17252,0.000185
5061,17294,0.000185
5071,17274,0.000185
5081,17326,0.000185
5091,17388,0.000185
5101,17461,0.000185
5111,17542,0.000185
5121,17573,0.000185
5131,17445,0.000185
5141,17322,0.000185
5151,17382,0.000185
5161,17442,0.000185
5171,17635,0.000185
5181,17693,0.000185
5191,17663,0.000185
5201,17606,0.000185
5211,17600,0.000185
5221,17715,0.000185
5231,17613,0.000185
5241,17655,0.000185
5251,17627,0.000185
5261,17597,0.000185
5271,17566,0.000185
5281,17562,0.000185
5291,17510,0.000185
5301,17456,0.000185
5311,17456,0.000185
5321,17488,0.000185
5331,17528,0.000185
5341,17509,0.000185
5351,17486,0.000185
5361,17508,0.000185
5371,17542,0.000185
5381,17472,0.000185
5391,17452,0.000185
5401,17429,0.000185
5411,17382,0.000185
5421,17342,0.000185
5431,17402,0.000185
5441,17300,0.000185
5451,17441,0.000185
5461,17470,0.000185
5471,17439,0.000185
5481,17406,0.000185
5491,17402,0.000185
5501,17514,0.000185
5511,17480,0.000185
5521,17487,0.000185
5531,17406,0.000185
5541,17544,0.000185
5551,17465,0.000185
5561,17533,0.000185
5571,17485,0.000185
5581,17592,0.000185
5591,17507,0.000185
5601,17411,0.000185
5611,17289,0.000185
5621,17328,0.000185
5631,17309,0.000185
5641,17320,0.000185
5651,17372,0.000185
5661,17353,0.000185
5671,17436,0.000185
5681,17436,0.000185
5691,17418,0.000185
5701,17399,0.000185
5711,17271,0.000185
5721,17283,0.000185
5731,17278,0.000185
5741,17390,0.000185
5751,17244,0.000185
5761,17182,0.000185
5771,17296,0.000185
5781,17451,0.000185
5791,17409,0.000185
5801,17529,0.000185
5811,17688,0.000185
5821,17585,0.000185
5831,17656,0.000185
5841,17481,0.000185
5851,17574,0.000185
5861,17610,0.000185
5871,17611,0.000185
5881,17571,0.000185
5891,17600,0.000185
5901,17594,0.000185
5911,17588,0.000185
5921,17530,0.000185
5931,17450,0.000185
5941,17338,0.000185
5951,17434,0.000185
5961,17483,0.000185
5971,17403,0.000185
5981,17491,0.000185
5991,17549,0.000185
6001,17541,0.000185
6011,17426,0.000185
6021,17494,0.000185
6031,17392,0.000185
6041,17400,0.000185
6051,17400,0.000185
6061,17482,0.000185
6071,17569,0.000185
6081,17599,0.000185
6091,17618,0.000185
6101,17713,0.000185
6111,17681,0.000185
6121,17474,0.000185
6131,17629,0.000185
6141,17752,0.000185
6151,17822,0.000185
6161,17773,0.000185
6171,17585,0.000185
6181,17540,0.000185
6191,17362,0.000185
6201,17210,0.000185
6211,17290,0.000185
6221,17374,0.000185
6231,17400,0.000185
6241,17489,0.000185
6251,17461,0.000185
6261,17535,0.000185
6271,17452,0.000185
6281,17411,0.000185
6291,17531,0.000185
6301,17490,0.000185
6311,17385,0.000185
6321,17322,0.000185
6331,17244,0.000185
6341,17170,0.000185
6351,17218,0.000185
6361,17230,0.000185
6371,17208,0.000185
6381,17204,0.000185
6391,17329,0.000185
6401,17203,0.000185
6411,17166,0.000185
6421,17242,0.000185
6431,17224,0.000185
6441,17305,0.000185
6451,17314,0.000185
6461,17518,0.000185
6471,17538,0.000185
6481,17641,0.000185
6491,17558,0.000185
6501,17615,0.000185
6511,17636,0.000185
6521,17800,0.000185
6531,17834,0.000185
6541,17765,0.000185
6551,17781,0.000185
6561,17775,0.000185
6571,17670,0.000185
6581,17689,0.000185
6591,17733,0.000185
6601,17749,0.000185
6611,17867,0.000185
6621,17786,0.000185
6631,17879,0.000185
6641,17881,0.000185
6651,17854,0.000185
6661,17824,0.000185
6671,17714,0.000185
6681,17696,0.000185
6691,17789,0.000185
6701,17957,0.000185
6711,18039,0.000185
6721,17870,0.000185
6731,17794,0.000185
6741,17785,0.000185
6751,17793,0.000185
6761,17725,0.000185
6771,17514,0.000185
6781,17394,0.000185
6791,17488,0.000185
6801,17473,0.000185
6811,17540,0.000185
6821,17544,0.000185
6831,17578,0.000185
6841,17436,0.000185
6851,17634,0.000185
6861,17525,0.000185
6871,17357,0.000185
6881,17241,0.000185
6891,17324,0.000185
6901,17387,0.000185
6911,17340,0.000185
6921,17403,0.000185
6931,17469,0.000185
6941,17385,0.000185
6951,17458,0.000185
6961,17656,0.000185
6971,17828,0.000185
6981,17764,0.000185
6991,17708,0.000185
7001,17775,0.000185
7011,17859,0.000185
7021,17689,0.000185
7031,17655,0.000185
7041,17640,0.000185
7051,17644,0.000185
7061,17576,0.000185
7071,17603,0.000185
7081,17522,0.000185
7091,17578,0.000185
7101,17634,0.000185
7111,17619,0.000185
7121,17552,0.000185
7131,17447,0.000185
7141,17435,0.000185
7151,17564,0.000185
7161,17495,0.000185
7171,17571,0.000185
7181,17570,0.000185
7191,17621,0.000185
7201,17585,0.000185
7211,17355,0.000185
7221,17305,0.000185
7231,17400,0.000185
7241,17360,0.000185
7251,17273,0.000185
7261,17341,0.000185
7271,17350,0.000185
7281,17237,0.000185
7291,17398,0.000185
7301,17383,0.000185
7311,17269,0.000185
7321,17356,0.000185
7331,17472,0.000185
7341,17488,0.000185
7351,17615,0.000185
7361,17607,0.000185
7371,17637,0.000185
7381,17814,0.000185
7391,17755,0.000185
7401,17767,0.000185
7411,17748,0.000185
7421,17570,0.000185
7431,17600,0.000185
7441,17579,0.000185
7451,17392,0.000185
7461,17415,0.000185
7471,17336,0.000185
7481,17235,0.000185
7491,17367,0.000185
7501,17325,0.000185
7511,17405,0.000185
7521,17474,0.000185
7531,17435,0.000185
7541,17439,0.000185
7551,17394,0.000185
7561,17516,0.000185
7571,17397,0.000185
7581,17420,0.000185
7591,17444,0.000185
7601,17336,0.000185
7611,17423,0.000185
7621,17529,0.000185
7631,17620,0.000185
7641,17608,0.000185
7651,17406,0.000185
7661,17406,0.000185
7671,17448,0.000185
7681,17376,0.000185
7691,17347,0.000185
7701,17415,0.000185
7711,17378,0.000185
7721,17327,0.000185
7731,17381,0.000185
7741,17324,0.000185
7751,17385,0.000185
7761,17250,0.000185
7771,17328,0.000185
7781,17423,0.000185
7791,17528,0.000185
7801,17546,0.000185
7811,17399,0.000185
7821,17453,0.000185
7831,17402,0.000185
7841,17432,0.000185
7851,17455,0.000185
7861,17394,0.000185
7871,17340,0.000185
7881,17320,0.000185
7891,17364,0.000185
7901,17326,0.000185
7911,17308,0.000185
7921,17231,0.000185
7931,17164,0.000185
7941,17283,0.000185
7951,17351,0.000185
7961,17398,0.000185
7971,17356,0.000185
7981,17365,0.000185
7991,17542,0.000185
8001,17518,0.000185
8011,17487,0.000185
8021,17350,0.000185
8031,17228,0.000185
8041,17208,0.000185
8051,17428,0.000185
8061,17407,0.000185
8071,17402,0.000185
8081,17431,0.000185
8091,17432,0.000185
8101,17457,0.000185
8111,17495,0.000185
8121,17480,0.000185
8131,17511,0.000185
8141,17462,0.000185
8151,17446,0.000185
8161,17537,0.000185
8171,17468,0.000185
8181,17675,0.000185
8191,17606,0.000185
8201,17469,0.000185
8211,17435,0.000185
8221,17475,0.000185
8231,17357,0.000185
8241,17384,0.000185
8251,17426,0.000185
8261,17609,0.000185
8271,17572,0.000185
8281,17522,0.000185
8291,17562,0.000185
8301,17454,0.000185
8311,17494,0.000185
8321,17439,0.000185
8331,17372,0.000185
8341,17226,0.000185
8351,17220,0.000185
8361,17336,0.000185
8371,17184,0.000185
8381,17326,0.000185
8391,17366,0.000185
8401,17397,0.000185
8411,17403,0.000185
8421,17452,0.000185
8431,17470,0.000185
8441,17499,0.000185
8451,17665,0.000185
8461,17575,0.000185
8471,17513,0.000185
8481,17508,0.000185
8491,17493,0.000185
8501,17533,0.000185
8511,17481,0.000185
8521,17567,0.000185
8531,17517,0.000185
8541,17591,0.000185
8551,17584,0.000185
8561,17560,0.000185
8571,17571,0.000185
8581,17587,0.000185
8591,17586,0.000185
8601,17555,0.000185
8611,17638,0.000185
8621,17582,0.000185
8631,17517,0.000185
8641,17610,0.000185
8651,17646,0.000185
8661,17508,0.000185
8671,17557,0.000185
8681,17419,0.000185
8691,17405,0.000185
8701,17364,0.000185
8711,17373,0.000185
8721,17332,0.000185
8731,17419,0.000185
8741,17208,0.000185
8751,17367,0.000185
8761,17277,0.000185
8771,17240,0.000185
8781,17366,0.000185
8791,17314,0.000185
8801,17265,0.000185
8811,17251,0.000185
8821,17152,0.000185
8831,16957,0.000185
8841,17103,0.000185
8851,17165,0.000185
8861,17222,0.000185
8871,17162,0.000185
8881,17075,0.000185
8891,17106,0.000185
8901,17322,0.000185
8911,17431,0.000185
8921,17615,0.000185
8931,17611,0.000185
8941,17640,0.000185
8951,17598,0.000185
8961,17750,0.000185
8971,17631,0.000185
8981,17738,0.000185
8991,17715,0.000185
9001,17730,0.000185
9011,17791,0.000185
9021,17768,0.000185
9031,17702,0.000185
9041,17666,0.000185
9051,17661,0.000185
9061,17652,0.000185
9071,17550,0.000185
9081,17376,0.000185
9091,17490,0.000185
9101,17338,0.000185
9111,17267,0.000185
9121,17176,0.000185
9131,17260,0.000185
9141,17280,0.000185
9151,17158,0.000185
9161,17369,0.000185
9171,17221,0.000185
9181,17034,0.000185
9191,17086,0.000185
9201,17069,0.000185
9211,16974,0.000185
9221,16855,0.000185
9231,17030,0.000185
9241,17137,0.000185
9251,17162,0.000185
9261,17221,0.000185
9271,17308,0.000185
9281,17300,0.000185
9291,17412,0.000185
9301,17470,0.000185
9311,17448,0.000185
9321,17333,0.000185
9331,17431,0.000185
9341,17423,0.000185
9351,17473,0.000185
9361,17309,0.000185
9371,17401,0.000185
9381,17423,0.000185
9391,17338,0.000185
9401,17364,0.000185
9411,17513,0.000185
9421,17467,0.000185
9431,17397,0.000185
9441,17377,0.000185
9451,17560,0.000185
9461,17592,0.000185
9471,17589,0.000185
9481,17672,0.000185
9491,17643,0.000185
9501,17537,0.000185
9511,17545,0.000185
9521,17638,0.000185
9531,17519,0.000185
9541,17604,0.000185
9551,17706,0.000185
9561,17826,0.000185
9571,17873,0.000185
9581,17816,0.000185
9591,17834,0.000185
9601,17865,0.000185
9611,18137,0.000185
9621,18114,0.000185
9631,18075,0.000185
9641,18055,0.000185
9651,18024,0.000185
9661,17972,0.000185
9671,17927,0.000185
9681,17983,0.000185
9691,18036,0.000185
9701,18071,0.000185
9711,18091,0.000185
9721,17934,0.000185
9731,17886,0.000185
9741,17861,0.000185
9751,17837,0.000185
9761,17736,0.000185
9771,17761,0.000185
9781,17788,0.000185
9791,17859,0.000185
9801,17846,0.000185
9811,17828,0.000185
9821,17749,0.000185
9831,17648,0.000185
9841,17543,0.000185
9851,17590,0.000185
9861,17520,0.000185
9871,17567,0.000185
9881,17575,0.000185
9891,17582,0.000185
9901,17542,0.000185
9911,17532,0.000185
9921,17631,0.000185
9931,17572,0.000185
9941,17497,0.000185
9951,17478,0.000185
9961,17413,0.000185
9971,17494,0.000185
9981,17483,0.000185
9991,17457,0.000185
10001,17412,0.000185
10011,17418,0.000185
10021,17262,0.000185
10031,17162,0.000185
10041,17246,0.000185
10051,17336,0.000185
10061,17463,0.000185
10071,17417,0.000185
10081,17497,0.000185
10091,17581,0.000185
10101,17658,0.000185
10111,17684,0.000185
10121,17734,0.000185
10131,17779,0.000185
10141,17702,0.000185
10151,17714,0.000185
10161,17678,0.000185
10171,17636,0.000185
10181,17770,0.000185
10191,17720,0.000185
10201,17714,0.000185
10211,17714,0.000185
10221,17675,0.000185
10231,17628,0.000185
10241,17470,0.000185
10251,17527,0.000185
10261,17469,0.000185
10271,17438,0.000185
10281,17558,0.000185
10291,17526,0.000185
10301,17675,0.000185
10311,17650,0.000185
10321,17768,0.000185
10331,17669,0.000185
10341,17688,0.000185
10351,17823,0.000185
10361,17763,0.000185
10371,17689,0.000185
10381,17685,0.000185
10391,17656,0.000185
10401,17734,0.000185
10411,17761,0.000185
10421,17732,0.000185
10431,17731,0.000185
10441,17640,0.000185
10451,17565,0.000185
10461,17648,0.000185
10471,17452,0.000185
10481,17488,0.000185
10491,17569,0.000185
10501,17603,0.000185
10511,17569,0.000185
10521,17499,0.000185
10531,17474,0.000185
10541,17565,0.000185
10551,17557,0.000185
10561,17481,0.000185
10571,17328,0.000185
10581,17374,0.000185
10591,17483,0.000185
10601,17534,0.000185
10611,17530,0.000185
10621,17366,0.000185
10631,17284,0.000185
10641,17367,0.000185
10651,17435,0.000185
10661,17485,0.000185
10671,17418,0.000185
10681,17354,0.000185
10691,17359,0.000185
10701,17374,0.000185
10711,17401,0.000185
10721,17413,0.000185
10731,17423,0.000185
10741,17296,0.000185
10751,17428,0.000185
10761,17550,0.000185
10771,17441,0.000185
10781,17236,0.000185
10791,17170,0.000185
10801,17285,0.000185
10811,17236,0.000185
10821,17239,0.000185
10831,17295,0.000185
10841,17378,0.000185
10851,17444,0.000185
10861,17471,0.000185
10871,17423,0.000185
10881,17393,0.000185
10891,17418,0.000185
10901,17417,0.000185
10911,17298,0.000185
10921,17285,0.000185
10931,17290,0.000185
10941,17411,0.000185
10951,17506,0.000185
10961,17557,0.000185
10971,17624,0.000185
10981,17701,0.000185
10991,17704,0.000185
11001,17791,0.000185
11011,17878,0.000185
11021,17849,0.000185
11031,17723,0.000185
11041,17781,0.000185
11051,17660,0.000185
11061,17715,0.000185
11071,17511,0.000185
11081,17470,0.000185
11091,17619,0.000185
11101,17583,0.000185
11111,17552,0.000185
11121,17582,0.000185
11131,17569,0.000185
11141,17646,0.000185
11151,17659,0.000185
11161,17752,0.000185
11171,17591,0.000185
11181,17491,0.000185
11191,17454,0.000185
11201,17528,0.000185
11211,17561,0.000185
11221,17660,0.000185
11231,17705,0.000185
11241,17611,0.000185
11251,17612,0.000185
11261,17660,0.000185
11271,17556,0.000185
11281,17499,0.000185
11291,17426,0.000185
11301,17541,0.000185
11311,17452,0.000185
11321,17499,0.000185
11331,17512,0.000185
11341,17449,0.000185
11351,17388,0.000185
11361,17243,0.000185
11371,17224,0.000185
11381,17340,0.000185
11391,17281,0.000185
11401,17159,0.000185
11411,17226,0.000185
11421,17361,0.000185
11431,17295,0.000185
11441,17164,0.000185
11451,17153,0.000185
11461,17113,0.000185
11471,17044,0.000185
11481,17049,0.000185
11491,17122,0.000185
11501,17036,0.000185
11511,17014,0.000185
11521,16945,0.000185
11531,16959,0.000185
11541,16846,0.000185
11551,16876,0.000185
11561,16822,0.000185
11571,16837,0.000185
11581,16908,0.000185
11591,16979,0.000185
11601,17109,0.000185
11611,17102,0.000185
11621,17134,0.000185
11631,17149,0.000185
11641,17055,0.000185
11651,17177,0.000185
11661,17093,0.000185
11671,17042,0.000185
11681,17050,0.000185
11691,17157,0.000185
11701,17092,0.000185
11711,17108,0.000185
11721,17035,0.000185
11731,17012,0.000185
11741,16874,0.000185
11751,16796,0.000185
11761,16827,0.000185
11771,16901,0.000185
11781,16933,0.000185
11791,17043,0.000185
11801,17146,0.000185
11811,17127,0.000185
11821,17120,0.000185
11831,17195,0.000185
11841,17334,0.000185
11851,17296,0.000185
11861,17152,0.000185
11871,17221,0.000185
11881,17209,0.000185
11891,17118,0.000185
11901,17114,0.000185
11911,17057,0.000185
11921,17058,0.000185
11931,17047,0.000185
11941,17081,0.000185
11951,17087,0.000185
11961,17077,0.000185
11971,17058,0.000185
11981,17001,0.000185
11991,17029,0.000185
12001,16916,0.000185
12011,17069,0.000185
12021,17002,0.000185
12031,17132,0.000185
12041,17074,0.000185
12051,17118,0.000185
12061,17180,0.000185
12071,17194,0.000185
12081,17190,0.000185
12091,17203,0.000185
12101,17199,0.000185
12111,17195,0.000185
12121,17242,0.000185
12131,17343,0.000185
12141,17332,0.000185
12151,17373,0.000185
12161,17438,0.000185
12171,17378,0.000185
12181,17195,0.000185
12191,17151,0.000185
12201,17152,0.000185
1,100,0.00011
11,102,0.00011
21,113,0.00011
31,140,0.00011
41,154,0.00011
51,171,0.00011
61,193,0.00011
71,228,0.00011
81,266,0.00011
91,313,0.00011
101,342,0.00011
111,363,0.00011
121,405,0.00011
131,446,0.00011
141,488,0.00011
151,531,0.00011
161,576,0.00011
171,612,0.00011
181,625,0.00011
191,665,0.00011
201,710,0.00011
211,777,0.00011
221,818,0.00011
231,874,0.00011
241,957,0.00011
251,1018,0.00011
261,1119,0.00011
271,1232,0.00011
281,1303,0.00011
291,1368,0.00011
301,1448,0.00011
311,1585,0.00011
321,1682,0.00011
331,1769,0.00011
341,1903,0.00011
351,2048,0.00011
361,2245,0.00011
371,2412,0.00011
381,2585,0.00011
391,2725,0.00011
401,2857,0.00011
411,3049,0.00011
421,3160,0.00011
431,3316,0.00011
441,3574,0.00011
451,3818,0.00011
461,4112,0.00011
471,4261,0.00011
481,4534,0.00011
491,4758,0.00011
501,5109,0.00011
511,5407,0.00011
521,5732,0.00011
531,6005,0.00011
541,6268,0.00011
551,6587,0.00011
561,6782,0.00011
571,7217,0.00011
581,7635,0.00011
591,7980,0.00011
601,8150,0.00011
611,8469,0.00011
621,8869,0.00011
631,9258,0.00011
641,9579,0.00011
651,9999,0.00011
661,10386,0.00011
671,10621,0.00011
681,10853,0.00011
691,11252,0.00011
701,11459,0.00011
711,11665,0.00011
721,12022,0.00011
731,12248,0.00011
741,12514,0.00011
751,12839,0.00011
761,13224,0.00011
771,13434,0.00011
781,13756,0.00011
791,13945,0.00011
801,14194,0.00011
811,14350,0.00011
821,14513,0.00011
831,14705,0.00011
841,14745,0.00011
851,14945,0.00011
861,15090,0.00011
871,15187,0.00011
881,15279,0.00011
891,15321,0.00011
901,15349,0.00011
911,15492,0.00011
921,15578,0.00011
931,15766,0.00011
941,15907,0.00011
951,16101,0.00011
961,16301,0.00011
971,16388,0.00011
981,16478,0.00011
991,16605,0.00011
1001,16761,0.00011
1011,16796,0.00011
1021,16864,0.00011
1031,16913,0.00011
1041,16925,0.00011
1051,17033,0.00011
1061,16970,0.00011
1071,17147,0.00011
1081,17001,0.00011
1091,17069,0.00011
1101,17051,0.00011
1111,17025,0.00011
1121,17002,0.00011
1131,17019,0.00011
1141,17040,0.00011
1151,17058,0.00011
1161,17127,0.00011
1171,17340,0.00011
1181,17429,0.00011
1191,17533,0.00011
1201,17582,0.00011
1211,17502,0.00011
1221,17472,0.00011
1231,17605,0.00011
1241,17501,0.00011
1251,17679,0.00011
1261,17567,0.00011
1271,17548,0.00011
1281,17472,0.00011
1291,17313,0.00011
1301,17227,0.00011
1311,17144,0.00011
1321,17153,0.00011
1331,17249,0.00011
1341,17199,0.00011
1351,17321,0.00011
1361,17260,0.00011
1371,17284,0.00011
1381,17334,0.00011
1391,17383,0.00011
1401,17373,0.00011
1411,17306,0.00011
1421,17370,0.00011
1431,17400,0.00011
1441,17482,0.00011
1451,17543,0.00011
1461,17593,0.00011
1471,17687,0.00011
1481,17713,0.00011
1491,17753,0.00011
1501,17880,0.00011
1511,17878,0.00011
1521,17951,0.00011
1531,17863,0.00011
1541,17692,0.00011
1551,17743,0.00011
1561,17799,0.00011
1571,17769,0.00011
1581,17908,0.00011
1591,17850,0.00011
1601,17928,0.00011
1611,17820,0.00011
1621,17809,0.00011
1631,17792,0.00011
1641,17816,0.00011
1651,17866,0.00011
1661,17834,0.00011
1671,17759,0.00011
1681,17737,0.00011
1691,17750,0.00011
1701,17791,0.00011
1711,17698,0.00011
1721,17688,0.00011
1731,17601,0.00011
1741,17545,0.00011
1751,17546,0.00011
1761,17526,0.00011
1771,17414,0.00011
1781,17491,0.00011
1791,17360,0.00011
1801,17397,0.00011
1811,17330,0.00011
1821,17160,0.00011
1831,17236,0.00011
1841,17279,0.00011
1851,17156,0.00011
1861,17167,0.00011
1871,17229,0.00011
1881,17204,0.00011
1891,17290,0.00011
1901,17277,0.00011
1911,17268,0.00011
1921,17257,0.00011
1931,17248,0.00011
1941,17297,0.00011
1951,17282,0.00011
1961,17271,0.00011
1971,17265,0.00011
1981,17236,0.00011
1991,17126,0.00011
2001,17284,0.00011
2011,17365,0.00011
2021,17336,0.00011
2031,17321,0.00011
2041,17339,0.00011
2051,17432,0.00011
2061,17446,0.00011
2071,17490,0.00011
2081,17492,0.00011
2091,17539,0.00011
2101,17592,0.00011
2111,17557,0.00011
2121,17723,0.00011
2131,17619,0.00011
2141,17590,0.00011
2151,17567,0.00011
2161,17775,0.00011
2171,17818,0.00011
2181,17905,0.00011
2191,17843,0.00011
2201,17780,0.00011
2211,17792,0.00011
2221,17873,0.00011
2231,17891,0.00011
2241,17920,0.00011
2251,17800,0.00011
2261,17837,0.00011
2271,17848,0.00011
2281,17912,0.00011
2291,17914,0.00011
2301,17875,0.00011
2311,17683,0.00011
2321,17522,0.00011
2331,17523,0.00011
2341,17471,0.00011
2351,17462,0.00011
2361,17423,0.00011
2371,17287,0.00011
2381,17358,0.00011
2391,17465,0.00011
2401,17328,0.00011
2411,17205,0.00011
2421,17304,0.00011
2431,17414,0.00011
2441,17333,0.00011
2451,17469,0.00011
2461,17361,0.00011
2471,17420,0.00011
2481,17587,0.00011
2491,17603,0.00011
2501,17509,0.00011
2511,17530,0.00011
2521,17454,0.00011
2531,17584,0.00011
2541,17569,0.00011
2551,17626,0.00011
2561,17517,0.00011
2571,17565,0.00011
2581,17515,0.00011
2591,17677,0.00011
2601,17595,0.00011
2611,17533,0.00011
2621,17555,0.00011
2631,17438,0.00011
2641,17316,0.00011
2651,17207,0.00011
2661,17252,0.00011
2671,17354,0.00011
2681,17556,0.00011
2691,17612,0.00011
2701,17612,0.00011
2711,17589,0.00011
2721,17467,0.00011
2731,17407,0.00011
2741,17353,0.00011
2751,17394,0.00011
2761,17369,0.00011
2771,17203,0.00011
2781,17200,0.00011
2791,17108,0.00011
2801,17183,0.00011
2811,17171,0.00011
2821,17255,0.00011
2831,17252,0.00011
2841,17220,0.00011
2851,17298,0.00011
2861,17197,0.00011
2871,17262,0.00011
2881,17271,0.00011
2891,17329,0.00011
2901,17381,0.00011
2911,17383,0.00011
2921,17431,0.00011
2931,17416,0.00011
2941,17502,0.00011
2951,17546,0.00011
2961,17547,0.00011
2971,17663,0.00011
2981,17655,0.00011
2991,17628,0.00011
3001,17722,0.00011
3011,17618,0.00011
3021,17609,0.00011
3031,17594,0.00011
3041,17618,0.00011
3051,17764,0.00011
3061,17892,0.00011
3071,17850,0.00011
3081,17887,0.00011
3091,17878,0.00011
3101,17724,0.00011
3111,17884,0.00011
3121,17862,0.00011
3131,17862,0.00011
3141,17778,0.00011
3151,17625,0.00011
3161,17615,0.00011
3171,17604,0.00011
3181,17600,0.00011
3191,17647,0.00011
3201,17689,0.00011
3211,17694,0.00011
3221,17853,0.00011
3231,17923,0.00011
3241,17986,0.00011
3251,17889,0.00011
3261,17825,0.00011
3271,17765,0.00011
3281,17627,0.00011
3291,17724,0.00011
3301,17742,0.00011
3311,17731,0.00011
3321,17843,0.00011
3331,17790,0.00011
3341,17833,0.00011
3351,17965,0.00011
3361,18002,0.00011
3371,17932,0.00011
3381,17958,0.00011
3391,18029,0.00011
3401,17996,0.00011
3411,18043,0.00011
3421,18011,0.00011
3431,17902,0.00011
3441,17683,0.00011
3451,17679,0.00011
3461,17627,0.00011
3471,17595,0.00011
3481,17541,0.00011
3491,17602,0.00011
3501,17610,0.00011
3511,17649,0.00011
3521,17640,0.00011
3531,17678,0.00011
3541,17689,0.00011
3551,17640,0.00011
3561,17616,0.00011
3571,17560,0.00011
3581,17550,0.00011
3591,17581,0.00011
3601,17547,0.00011
3611,17483,0.00011
3621,17581,0.00011
3631,17505,0.00011
3641,17568,0.00011
3651,17633,0.00011
3661,17525,0.00011
3671,17630,0.00011
3681,17734,0.00011
3691,17725,0.00011
3701,17734,0.00011
3711,17763,0.00011
3721,17735,0.00011
3731,17637,0.00011
3741,17563,0.00011
3751,17595,0.00011
3761,17650,0.00011
3771,17719,0.00011
3781,17698,0.00011
3791,17639,0.00011
3801,17611,0.00011
3811,17502,0.00011
3821,17513,0.00011
3831,17408,0.00011
3841,17423,0.00011
3851,17363,0.00011
3861,17299,0.00011
3871,17333,0.00011
3881,17354,0.00011
3891,17219,0.00011
3901,17159,0.00011
3911,17163,0.00011
3921,17266,0.00011
3931,17368,0.00011
3941,17502,0.00011
3951,17610,0.00011
3961,17769,0.00011
3971,17678,0.00011
3981,17696,0.00011
3991,17623,0.00011
4001,17753,0.00011
4011,17901,0.00011
4021,17850,0.00011
4031,17837,0.00011
4041,17835,0.00011
4051,17892,0.00011
4061,17832,0.00011
4071,17819,0.00011
4081,17762,0.00011
4091,17746,0.00011
4101,17654,0.00011
4111,17604,0.00011
4121,17598,0.00011
4131,17664,0.00011
4141,17677,0.00011
4151,17760,0.00011
4161,17760,0.00011
4171,17652,0.00011
4181,17520,0.00011
4191,17529,0.00011
4201,17484,0.00011
4211,17458,0.00011
4221,17417,0.00011
4231,17353,0.00011
4241,17469,0.00011
4251,17495,0.00011
4261,17483,0.00011
4271,17330,0.00011
4281,17260,0.00011
4291,17309,0.00011
4301,17385,0.00011
4311,17375,0.00011
4321,17525,0.00011
4331,17484,0.00011
4341,17427,0.00011
4351,17377,0.00011
4361,17363,0.00011
4371,17419,0.00011
4381,17486,0.00011
4391,17360,0.00011
4401,17336,0.00011
4411,17229,0.00011
4421,17246,0.00011
4431,17312,0.00011
4441,17124,0.00011
4451,17061,0.00011
4461,17060,0.00011
4471,17105,0.00011
4481,17078,0.00011
4491,17085,0.00011
4501,17223,0.00011
4511,17288,0.00011
4521,17053,0.00011
4531,17095,0.00011
4541,16960,0.00011
4551,17017,0.00011
4561,17020,0.00011
4571,16989,0.00011
4581,17156,0.00011
4591,17204,0.00011
4601,17360,0.00011
4611,17333,0.00011
4621,17479,0.00011
4631,17421,0.00011
4641,17377,0.00011
4651,17404,0.00011
4661,17426,0.00011
4671,17335,0.00011
4681,17392,0.00011
4691,17360,0.00011
4701,17307,0.00011
4711,17392,0.00011
4721,17478,0.00011
4731,17356,0.00011
4741,17315,0.00011
4751,17433,0.00011
4761,17495,0.00011
4771,17490,0.00011
4781,17465,0.00011
4791,17451,0.00011
4801,17418,0.00011
4811,17439,0.00011
4821,17488,0.00011
4831,17446,0.00011
4841,17347,0.00011
4851,17260,0.00011
4861,17219,0.00011
4871,17295,0.00011
4881,17157,0.00011
4891,17060,0.00011
4901,17085,0.00011
4911,17171,0.00011
4921,17154,0.00011
4931,17113,0.00011
4941,17216,0.00011
4951,17215,0.00011
4961,17213,0.00011
4971,17104,0.00011
4981,17172,0.00011
4991,17183,0.00011
5001,17128,0.00011
5011,17155,0.00011
5021,17068,0.00011
5031,16919,0.00011
5041,17103,0.00011
5051,17149,0.00011
5061,17160,0.00011
5071,17266,0.00011
5081,17190,0.00011
5091,17195,0.00011
5101,17157,0.00011
5111,17162,0.00011
5121,17294,0.00011
5131,17239,0.00011
5141,17284,0.00011
5151,17270,0.00011
5161,17273,0.00011
5171,17279,0.00011
5181,17314,0.00011
5191,17288,0.00011
5201,17438,0.00011
5211,17352,0.00011
5221,17402,0.00011
5231,17397,0.00011
5241,17319,0.00011
5251,17319,0.00011
5261,17340,0.00011
