generation,num_individuals,maxm2
1,100,0
11,108,0.1
21,117,0.1
31,105,0.1
41,102,0.1
51,95,0.1
61,106,0.2
71,101,0.2
81,106,0.2
91,104,0.2
101,101,0.2
111,89,0.1
121,95,0.1
131,96,0.1
141,111,0.1
151,100,0.1
161,109,0.1
171,113,0.1
181,118,0.1
191,112,0.1
201,121,0.1
211,125,0.1
221,127,0.1
231,127,0.1
241,135,0.1
251,142,0.1
261,144,0.1
271,152,0.1
281,161,0.1
291,157,0.1
301,155,0.1
311,156,0.1
321,147,0.1
331,151,0.2
341,147,0.1
351,149,0.1
361,159,0.1
371,158,0.2
381,151,0.2
391,151,0.1
401,152,0.1
411,148,0.1
421,152,0.1
431,145,0.1
441,144,0.1
451,150,0.2
461,157,0.2
471,163,0.2
481,163,0.2
491,180,0.2
501,192,0.2
511,192,0.2
521,172,0.2
531,179,0.2
541,175,0.2
551,163,0.2
561,166,0.2
571,181,0.2
581,188,0.2
591,195,0.2
601,192,0.2
611,192,0.2
621,188,0.2
631,177,0.2
641,187,0.2
651,192,0.2
661,198,0.2
671,194,0.2
681,201,0.2
691,200,0.2
701,201,0.2
711,217,0.2
721,228,0.2
731,207,0.2
741,227,0.2
751,235,0.2
761,233,0.2
771,221,0.2
781,220,0.2
791,223,0.2
801,237,0.2
811,237,0.2
821,230,0.2
831,238,0.2
841,227,0.2
851,239,0.2
861,240,0.2
871,249,0.2
881,244,0.2
891,220,0.2
901,239,0.2
911,225,0.2
921,214,0.2
931,221,0.2
941,235,0.2
951,245,0.2
961,248,0.2
971,243,0.2
981,251,0.3
991,249,0.3
1001,246,0.3
1011,234,0.3
1021,239,0.3
1031,225,0.3
1041,240,0.3
1051,245,0.2
1061,250,0.2
1071,235,0.2
1081,239,0.3
1091,224,0.3
1101,233,0.3
1111,241,0.3
1121,242,0.3
1131,252,0.3
1141,271,0.3
1151,269,0.3
1161,263,0.3
1171,257,0.4
1181,269,0.4
1191,256,0.2
1201,277,0.2
1211,289,0.2
1221,298,0.3
1231,317,0.3
1241,341,0.3
1251,340,0.3
1261,358,0.3
1271,345,0.3
1281,360,0.3
1291,357,0.4
1301,364,0.4
1311,353,0.4
