generation,num_individuals,maxm2
1,100,0
11,101,0.1
21,103,0.2
31,114,0.2
41,119,0.2
51,118,0.2
61,124,0.2
71,130,0.2
81,133,0.1
91,142,0.2
101,144,0.2
111,144,0.1
121,149,0.1
131,167,0.1
141,169,0.1
151,162,0.1
161,167,0.1
171,173,0.1
181,170,0.1
191,170,0.1
201,178,0.1
211,179,0.1
221,184,0.1
231,204,0.1
241,206,0.1
251,207,0.1
261,212,0.1
271,228,0.1
281,226,0.2
291,245,0.2
301,263,0.2
311,257,0.2
321,272,0.2
331,276,0.2
341,284,0.2
351,287,0.2
361,304,0.2
371,329,0.2
381,352,0.2
391,363,0.2
401,385,0.2
411,399,0.2
421,406,0.2
431,419,0.2
441,429,0.2
451,428,0.2
461,432,0.2
471,444,0.2
481,465,0.2
491,464,0.2
501,475,0.2
511,499,0.2
521,511,0.2
531,526,0.2
541,555,0.2
551,549,0.2
561,597,0.2
571,603,0.2
581,600,0.3
591,593,0.3
601,640,0.3
611,699,0.3
621,735,0.3
631,741,0.3
641,766,0.3
651,799,0.3
661,809,0.3
671,864,0.3
681,896,0.3
691,930,0.3
701,963,0.2
711,959,0.2
721,968,0.2
731,1005,0.3
741,1014,0.3
751,1042,0.3
761,1094,0.3
771,1171,0.3
781,1253,0.3
791,1316,0.3
801,1343,0.3
811,1366,0.3
821,1467,0.4
831,1528,0.4
841,1579,0.4
851,1616,0.4
861,1663,0.4
871,1715,0.4
881,1722,0.4
891,1739,0.4
901,1737,0.4
911,1793,0.4
921,1924,0.4
931,2004,0.4
941,2011,0.4
951,2050,0.4
961,2077,0.4
971,2115,0.4
981,2204,0.4
991,2323,0.4
1001,2395,0.4
1011,2415,0.4
1021,2399,0.4
1031,2430,0.4
1041,2483,0.4
1051,2580,0.4
1061,2656,0.4
1071,2763,0.4
1081,2801,0.4
1091,2801,0.4
1101,2874,0.4
1111,2974,0.3
1121,2990,0.3
1131,3076,0.4
1141,3215,0.4
1151,3241,0.4
1161,3340,0.4
1171,3353,0.4
1181,3452,0.5
1191,3419,0.4
1201,3536,0.4
1211,3558,0.4
1221,3627,0.4
1231,3715,0.4
1241,3739,0.4
1251,3792,0.4
1261,3849,0.5
