generation,num_individuals
1,100
11,112
21,109
31,104
41,117
51,124
61,144
71,162
81,176
91,188
101,201
111,226
121,249
131,281
141,287
151,293
161,328
171,351
181,373
191,407
201,451
211,475
221,530
231,569
241,591
251,650
261,717
271,760
281,798
291,878
301,917
311,975
321,1061
331,1147
341,1226
351,1325
361,1426
371,1562
381,1659
391,1754
401,1844
411,1970
421,2100
431,2259
441,2390
451,2553
461,2789
471,3049
481,3270
491,3456
501,3717
511,3926
521,4142
531,4309
541,4594
551,4903
561,5190
571,5467
581,5767
591,5948
601,6310
611,6548
621,6835
631,7173
641,7512
651,7876
661,8306
671,8674
681,8879
691,9092
701,9280
711,9786
721,10213
731,10545
741,10861
751,11212
761,11406
771,11610
781,11869
791,12008
801,12387
811,12743
821,12947
831,13224
841,13291
851,13562
861,13716
871,13808
881,14071
891,14380
901,14582
911,14744
921,14891
931,14993
941,15079
951,15206
961,15399
971,15471
981,15464
991,15365
1001,15548
1011,15670
1021,15747
1031,15832
1041,15909
1051,16037
1061,16005
1071,16061
1081,16191
1091,16121
1101,16152
1111,16162
1121,16195
1131,16293
1141,16500
1151,16602
1161,16542
1171,16683
1181,16656
1191,16801
1201,16786
1211,16846
1221,16826
1231,16795
1241,16689
1251,16814
1261,16979
1271,17017
1281,17024
1291,17035
1301,17155
1311,17274
1321,17309
1331,17324
1341,17351
1351,17324
1361,17373
1371,17385
1381,17327
1391,17271
1401,17364
1411,17475
1421,17335
1431,17310
1441,17246
1451,17255
1461,17234
1471,17335
1481,17421
1491,17521
1501,17444
1511,17472
1521,17524
1531,17544
1541,17544
1551,17600
1561,17701
1571,17685
1581,17773
1591,17781
1601,17751
1611,17629
1621,17661
1631,17694
1641,17723
1651,17651
1661,17645
1671,17408
1681,17382
1691,17395
1701,17331
1711,17180
1721,17200
1731,17173
1741,17337
1751,17287
1761,17321
1771,17399
1781,17307
1791,17312
1801,17299
1811,17296
1821,17427
1831,17514
1841,17432
1851,17415
1861,17594
1871,17663
1881,17611
1891,17542
1901,17710
1911,17672
1921,17636
1931,17534
1941,17501
1951,17432
1961,17393
1971,17393
1981,17426
1991,17374
2001,17572
2011,17544
2021,17480
2031,17351
2041,17197
2051,17384
2061,17564
2071,17581
2081,17642
2091,17635
2101,17616
2111,17574
2121,17566
2131,17622
2141,17533
2151,17681
2161,17521
2171,17351
2181,17412
2191,17439
2201,17500
2211,17604
2221,17539
2231,17426
2241,17529
2251,17459
2261,17421
2271,17401
2281,17374
2291,17370
2301,17453
2311,17582
2321,17502
2331,17502
2341,17417
2351,17556
2361,17547
2371,17421
2381,17567
2391,17482
2401,17478
2411,17427
2421,17409
2431,17207
2441,17292
2451,17334
2461,17341
2471,17295
2481,17400
2491,17269
2501,17198
2511,17177
2521,17183
2531,17324
2541,17317
2551,17426
2561,17557
2571,17387
2581,17365
2591,17460
2601,17378
2611,17277
2621,17361
2631,17383
2641,17226
2651,17225
2661,17238
2671,17223
2681,17281
2691,17340
2701,17516
2711,17486
2721,17652
2731,17614
2741,17608
2751,17668
2761,17685
2771,17684
2781,17584
2791,17486
2801,17570
2811,17489
2821,17431
2831,17300
2841,17224
2851,17022
2861,17173
2871,17065
2881,17059
2891,17254
2901,17253
2911,17299
2921,17329
2931,17298
2941,17202
2951,17235
2961,17236
2971,17231
2981,17143
2991,17045
3001,17162
3011,17062
3021,17065
3031,17058
3041,17092
3051,17185
3061,17231
3071,17249
3081,17140
3091,17061
3101,17139
3111,17127
3121,17196
3131,17232
3141,17218
3151,17194
3161,17330
3171,17409
3181,17496
3191,17390
3201,17423
3211,17348
3221,17471
3231,17525
3241,17551
3251,17532
3261,17469
3271,17458
3281,17558
3291,17524
3301,17582
3311,17631
3321,17730
3331,17793
3341,17764
3351,17614
3361,17702
3371,17678
3381,17725
3391,17913
3401,17948
3411,17990
3421,18000
3431,17971
3441,17987
3451,17935
3461,17873
3471,17969
3481,17971
3491,17927
3501,17885
3511,17902
3521,17851
3531,17641
3541,17462
3551,17540
3561,17675
3571,17717
3581,17646
