generation,num_individuals
1,100
11,102
21,113
31,140
41,154
51,171
61,193
71,228
81,266
91,313
101,342
111,363
121,405
131,446
141,488
151,531
161,576
171,612
181,625
191,665
201,710
211,777
221,818
231,874
241,957
251,1018
261,1119
271,1232
281,1303
291,1368
301,1448
311,1585
321,1682
331,1769
341,1903
351,2048
361,2245
371,2412
381,2585
391,2725
401,2857
411,3049
421,3160
431,3316
441,3574
451,3818
461,4112
471,4261
481,4534
491,4758
501,5109
511,5407
521,5732
531,6005
541,6268
551,6587
561,6782
571,7217
581,7635
591,7980
601,8150
611,8469
621,8869
631,9258
641,9579
651,9999
661,10386
671,10621
681,10853
691,11252
701,11459
711,11665
721,12022
731,12248
741,12514
751,12839
761,13224
771,13434
781,13756
791,13945
801,14194
811,14350
821,14513
831,14705
841,14745
851,14945
861,15090
871,15187
881,15279
891,15321
901,15349
911,15492
921,15578
931,15766
941,15907
951,16101
961,16301
971,16388
981,16478
991,16605
1001,16761
1011,16796
1021,16864
1031,16913
1041,16925
1051,17033
1061,16970
1071,17147
1081,17001
1091,17069
1101,17051
1111,17025
1121,17002
1131,17019
1141,17040
1151,17058
1161,17127
1171,17340
1181,17429
1191,17533
1201,17582
1211,17502
1221,17472
1231,17605
1241,17501
1251,17679
1261,17567
1271,17548
1281,17472
1291,17313
1301,17227
1311,17144
1321,17153
1331,17249
1341,17199
1351,17321
1361,17260
1371,17284
1381,17334
1391,17383
1401,17373
1411,17306
1421,17370
1431,17400
1441,17482
1451,17543
1461,17593
1471,17687
1481,17713
1491,17753
1501,17880
1511,17878
1521,17951
1531,17863
1541,17692
1551,17743
1561,17799
1571,17769
1581,17908
1591,17850
1601,17928
1611,17820
1621,17809
1631,17792
1641,17816
1651,17866
1661,17834
1671,17759
1681,17737
1691,17750
1701,17791
1711,17698
1721,17688
1731,17601
1741,17545
1751,17546
1761,17526
1771,17414
1781,17491
1791,17360
1801,17397
1811,17330
1821,17160
1831,17236
1841,17279
1851,17156
1861,17167
1871,17229
1881,17204
1891,17290
1901,17277
1911,17268
1921,17257
1931,17248
1941,17297
1951,17282
1961,17271
1971,17265
1981,17236
1991,17126
2001,17284
2011,17365
2021,17336
2031,17321
2041,17339
2051,17432
2061,17446
2071,17490
2081,17492
2091,17539
2101,17592
2111,17557
2121,17723
2131,17619
2141,17590
2151,17567
2161,17775
2171,17818
2181,17905
2191,17843
2201,17780
2211,17792
2221,17873
2231,17891
2241,17920
2251,17800
2261,17837
2271,17848
2281,17912
2291,17914
2301,17875
2311,17683
2321,17522
2331,17523
2341,17471
2351,17462
2361,17423
2371,17287
2381,17358
2391,17465
2401,17328
2411,17205
2421,17304
2431,17414
2441,17333
2451,17469
2461,17361
2471,17420
2481,17587
2491,17603
2501,17509
2511,17530
2521,17454
2531,17584
2541,17569
2551,17626
2561,17517
2571,17565
2581,17515
2591,17677
2601,17595
2611,17533
2621,17555
2631,17438
2641,17316
2651,17207
2661,17252
2671,17354
2681,17556
2691,17612
2701,17612
2711,17589
2721,17467
2731,17407
2741,17353
2751,17394
2761,17369
2771,17203
2781,17200
2791,17108
2801,17183
2811,17171
2821,17255
2831,17252
2841,17220
