generation,num_individuals
1,100
11,110
21,110
31,120
41,123
51,139
61,152
71,165
81,156
91,167
101,178
111,203
121,216
131,238
141,258
151,279
161,279
171,289
181,315
191,339
201,372
211,433
221,458
231,503
241,538
251,586
261,653
271,736
281,793
291,837
301,916
311,930
321,978
331,1041
341,1101
351,1147
361,1242
371,1354
381,1425
391,1473
401,1608
411,1727
421,1838
431,1968
441,2128
451,2283
461,2427
471,2591
481,2755
491,2926
501,3149
511,3337
521,3525
531,3711
541,4023
551,4235
561,4515
571,4792
581,5060
591,5293
601,5628
611,5871
621,6209
631,6521
641,6793
651,7039
661,7372
671,7738
681,8105
691,8596
701,8919
711,9120
721,9382
731,9753
741,10037
751,10345
761,10587
771,10845
781,11124
791,11417
801,11692
811,11948
821,12210
831,12324
841,12564
851,12840
861,13106
871,13384
881,13562
891,13790
901,14058
911,14259
921,14473
931,14828
941,15013
951,15221
961,15229
971,15426
981,15549
991,15697
1001,15933
1011,16119
1021,16139
1031,16362
1041,16450
1051,16400
1061,16431
1071,16709
1081,16869
1091,17010
1101,16995
1111,17016
1121,16919
1131,16927
1141,16960
1151,16858
1161,16880
1171,16778
1181,16852
1191,17036
1201,17023
1211,17033
1221,17054
1231,17010
1241,16973
1251,16986
1261,17085
1271,17060
1281,17018
1291,17098
1301,17086
1311,17158
1321,17104
1331,17146
1341,17217
1351,17108
1361,17090
1371,17118
1381,17164
1391,17184
1401,17134
1411,17142
1421,17094
1431,17118
1441,17031
1451,17097
1461,17120
1471,17085
1481,17114
1491,17225
1501,17234
1511,17221
1521,17295
1531,17266
1541,17308
1551,17230
1561,17310
1571,17573
1581,17668
1591,17560
1601,17554
1611,17558
1621,17565
1631,17489
1641,17454
1651,17532
1661,17613
1671,17580
1681,17497
1691,17388
1701,17404
1711,17424
1721,17427
1731,17387
1741,17437
1751,17451
1761,17299
1771,17286
1781,17255
1791,17196
1801,17243
1811,17243
1821,17370
1831,17354
1841,17388
1851,17376
1861,17394
1871,17363
1881,17190
1891,17265
1901,17332
1911,17313
1921,17265
1931,17021
1941,17252
1951,17246
1961,17321
1971,17342
1981,17331
1991,17373
2001,17269
2011,17159
2021,17243
2031,17385
2041,17310
2051,17332
2061,17355
2071,17340
2081,17403
2091,17418
2101,17320
2111,17355
2121,17423
2131,17368
2141,17220
2151,17287
2161,17302
2171,17313
2181,17348
2191,17373
2201,17356
2211,17330
2221,17457
2231,17488
2241,17450
2251,17491
2261,17419
2271,17456
2281,17461
2291,17473
2301,17545
2311,17606
2321,17664
2331,17677
2341,17621
2351,17668
2361,17703
2371,17551
2381,17601
2391,17611
2401,17509
2411,17444
2421,17466
2431,17565
2441,17664
2451,17646
2461,17566
2471,17583
2481,17628
2491,17861
2501,17767
2511,17647
2521,17585
2531,17673
2541,17692
2551,17690
2561,17707
2571,17690
2581,17627
2591,17433
2601,17437
2611,17497
2621,17553
2631,17380
2641,17524
2651,17452
2661,17476
2671,17453
2681,17554
2691,17499
2701,17422
2711,17423
2721,17384
2731,17390
2741,17514
2751,17426
2761,17439
2771,17520
2781,17657
2791,17644
2801,17505
2811,17537
2821,17355
2831,17455
2841,17531
2851,17452
2861,17527
2871,17520
2881,17439
2891,17395
2901,17457
2911,17450
2921,17422
2931,17516
2941,17539
2951,17614
2961,17591
