generation,num_individuals
1,100
11,111
21,119
31,118
41,132
51,144
61,160
71,153
81,150
91,163
101,170
111,191
121,204
131,222
141,251
151,262
161,280
171,303
181,313
191,317
201,360
211,371
221,410
231,440
241,474
251,536
261,586
271,654
281,704
291,745
301,783
311,865
321,962
331,1030
341,1144
351,1169
361,1264
371,1362
381,1454
391,1536
401,1704
411,1807
421,1950
431,2076
441,2211
451,2363
461,2483
471,2619
481,2810
491,3014
501,3164
511,3381
521,3540
531,3785
541,4003
551,4270
561,4545
571,4816
581,5215
591,5562
601,5809
611,6093
621,6356
631,6587
641,7005
651,7338
661,7722
671,8028
681,8440
691,8596
701,9013
711,9271
721,9539
731,9901
741,10218
751,10498
761,10780
771,11193
781,11577
791,11858
801,12185
811,12483
821,12714
831,13016
841,13312
851,13388
861,13633
871,13776
881,14035
891,14203
901,14514
911,14823
921,14914
931,15111
941,15164
951,15279
961,15404
971,15456
981,15403
991,15496
1001,15600
1011,15744
1021,15912
1031,15915
1041,16059
1051,16189
1061,16199
1071,16292
1081,16458
1091,16540
1101,16682
1111,16719
1121,16786
1131,16826
1141,16913
1151,16973
1161,16836
1171,17024
1181,17005
1191,17075
1201,16921
1211,16990
1221,16962
1231,16995
1241,17161
1251,17269
1261,17345
1271,17420
1281,17389
1291,17370
1301,17376
1311,17301
1321,17319
1331,17327
1341,17299
1351,17216
1361,17156
1371,17098
1381,17154
1391,17076
1401,17047
1411,17191
1421,17199
1431,17323
1441,17483
1451,17638
1461,17639
1471,17624
1481,17656
1491,17718
1501,17804
1511,17833
1521,17719
1531,17585
1541,17626
1551,17753
1561,17707
1571,17745
1581,17735
1591,17781
1601,17821
1611,17818
1621,17793
1631,17572
1641,17621
1651,17668
1661,17710
1671,17920
1681,17859
1691,17861
1701,17847
1711,17971
1721,17755
1731,17886
1741,17792
1751,17853
1761,17752
1771,17651
1781,17501
1791,17446
1801,17430
1811,17452
1821,17379
1831,17447
1841,17430
1851,17308
1861,17217
1871,17280
1881,17487
1891,17401
1901,17341
1911,17447
1921,17504
1931,17574
1941,17552
1951,17503
1961,17423
1971,17395
1981,17447
1991,17602
2001,17682
2011,17776
2021,17814
2031,17845
2041,17928
2051,17867
2061,17822
2071,17776
2081,17887
2091,17916
2101,17940
2111,17913
2121,17911
2131,17882
2141,17861
2151,17744
2161,17737
2171,17778
2181,17845
2191,17763
2201,17792
2211,17781
2221,17801
2231,17874
2241,17823
2251,17901
2261,18003
2271,18003
2281,17837
2291,17667
2301,17594
2311,17539
2321,17504
2331,17501
2341,17519
2351,17554
2361,17603
2371,17627
2381,17613
2391,17640
2401,17695
2411,17646
2421,17546
2431,17641
2441,17555
2451,17472
2461,17505
2471,17576
2481,17624
2491,17583
2501,17450
2511,17427
2521,17493
2531,17457
2541,17454
2551,17575
2561,17638
2571,17574
2581,17639
2591,17625
2601,17630
2611,17737
2621,17720
2631,17583
2641,17453
2651,17315
2661,17145
2671,17169
2681,17139
2691,17323
2701,17232
2711,17059
2721,17152
2731,17242
2741,17119
2751,17171
2761,17132
2771,17169
2781,17326
2791,17413
2801,17396
2811,17351
2821,17472
2831,17475
2841,17441
2851,17473
2861,17445
2871,17439
2881,17477
2891,17392
2901,17371
2911,17227
2921,17113
2931,16930
2941,16912
2951,17074
2961,17032
2971,17122
2981,16933
2991,16804
3001,16819
3011,16677
3021,16659
3031,16816
3041,16798
3051,16700
3061,16772
3071,16850
3081,16920
3091,16928
3101,16880
3111,16875
3121,16958
3131,16911
3141,17018
3151,17027
3161,16987
3171,17022
3181,17190
3191,17127
3201,17153
3211,17093
3221,17088
3231,17212
3241,17289
3251,17361
3261,17378
3271,17411
3281,17395
3291,17362
3301,17338
3311,17393
3321,17418
3331,17316
3341,17212
3351,17251
3361,17381
3371,17386
3381,17336
3391,17417
3401,17394
3411,17397
3421,17250
3431,17295
3441,17419
3451,17392
3461,17306
3471,17288
3481,17219
3491,17263
3501,17087
3511,17141
3521,17136
3531,17179
3541,17176
3551,16991
3561,16939
3571,17002
3581,17145
3591,17286
3601,17271
3611,17272
3621,17430
3631,17222
3641,17263
3651,17342
3661,17239
3671,17259
3681,17229
3691,17322
3701,17476
3711,17600
3721,17498
3731,17439
3741,17525
3751,17586
3761,17541
3771,17411
3781,17240
3791,17229
3801,17091
3811,17016
3821,16996
3831,17023
3841,17062
3851,17062
3861,17063
3871,17035
3881,17070
3891,17110
3901,17141
3911,17189
3921,17102
3931,17123
3941,17314
3951,17373
3961,17285
3971,17229
3981,17252
3991,17217
4001,17154
4011,17337
4021,17273
4031,17287
4041,17468
4051,17464
4061,17518
4071,17382
4081,17232
4091,17225
4101,17162
4111,17196
4121,17152
4131,17096
4141,17097
4151,17167
4161,17136
4171,17205
4181,17088
4191,17155
4201,17210
4211,17128
4221,17061
4231,17068
4241,17184
4251,17177
4261,17104
4271,17073
4281,17070
4291,17322
4301,17287
4311,17464
4321,17353
4331,17312
4341,17395
4351,17540
4361,17583
4371,17518
4381,17535
4391,17578
4401,17581
4411,17599
4421,17448
4431,17607
4441,17636
4451,17362
4461,17353
4471,17343
4481,17367
4491,17196
4501,17295
4511,17409
4521,17328
4531,17369
4541,17334
4551,17357
4561,17325
4571,17340
4581,17323
4591,17440
4601,17438
4611,17290
4621,17242
4631,17255
4641,17112
4651,17254
4661,17324
4671,17319
4681,17334
4691,17274
4701,17408
4711,17330
4721,17236
4731,17234
4741,17325
4751,17284
4761,17288
4771,17259
4781,17193
4791,17364
4801,17455
4811,17409
4821,17475
4831,17391
4841,17363
4851,17513
4861,17474
4871,17568
4881,17494
4891,17486
4901,17504
4911,17537
4921,17527
4931,17670
4941,17551
4951,17459
4961,17530
4971,17556
4981,17449
4991,17361
5001,17325
5011,17293
5021,17243
5031,17267
5041,17416
5051,17386
5061,17386
5071,17430
5081,17443
5091,17478
5101,17474
5111,17505
5121,17360
5131,17414
5141,17436
5151,17527
5161,17503
5171,17483
5181,17592
5191,17511
5201,17563
5211,17386
5221,17405
5231,17511
5241,17606
5251,17546
5261,17549
5271,17433
5281,17433
5291,17477
5301,17555
5311,17442
5321,17584
5331,17551
5341,17603
5351,17459
5361,17615
5371,17665
5381,17605
5391,17604
5401,17814
5411,17888
5421,17803
5431,17742
5441,17702
5451,17712
5461,17710
5471,17719
5481,17784
5491,17877
5501,17970
5511,18005
5521,17972
5531,17964
5541,17747
5551,17707
5561,17686
5571,17584
5581,17617
5591,17616
5601,17588
5611,17618
5621,17673
5631,17798
5641,17800
5651,17742
5661,17652
5671,17577
5681,17405
5691,17397
5701,17490
5711,17389
5721,17346
5731,17296
5741,17248
5751,17192
5761,17022
5771,17207
5781,17406
5791,17425
5801,17353
5811,17474
