generation,num_individuals
1,100
11,113
21,130
31,131
41,149
51,145
61,170
71,182
81,195
91,204
101,224
111,262
121,287
131,298
141,335
151,346
161,376
171,411
181,433
191,466
201,498
211,499
221,551
231,579
241,651
251,692
261,747
271,809
281,885
291,977
301,1071
311,1131
321,1208
331,1283
341,1379
351,1479
361,1614
371,1744
381,1856
391,2003
401,2118
411,2280
421,2427
431,2586
441,2791
451,2962
461,3118
471,3327
481,3457
491,3652
501,3892
511,4289
521,4514
531,4803
541,5094
551,5351
561,5712
571,6083
581,6388
591,6689
601,6982
611,7293
621,7538
631,7849
641,8258
651,8667
661,9065
671,9458
681,9713
691,9998
701,10347
711,10602
721,10850
731,11146
741,11491
751,11795
761,12034
771,12183
781,12477
791,12739
801,12915
811,13067
821,13352
831,13597
841,13773
851,13914
861,14234
871,14349
881,14510
891,14738
901,14863
911,15071
921,15273
931,15282
941,15497
951,15709
961,15835
971,15796
981,16047
991,16134
1001,16144
1011,16295
1021,16358
1031,16357
1041,16477
1051,16566
1061,16561
1071,16587
1081,16632
1091,16632
1101,16616
1111,16631
1121,16862
1131,16973
1141,16935
1151,17024
1161,16999
1171,16914
1181,16860
1191,17027
1201,17056
1211,17051
1221,17131
1231,17066
1241,16990
1251,17069
1261,17063
1271,17090
1281,16942
1291,16887
1301,16931
1311,16871
1321,16850
1331,16933
1341,17127
1351,17212
1361,17148
1371,17139
1381,17246
1391,17075
1401,17180
1411,17214
1421,17258
1431,17255
1441,17257
1451,17393
1461,17275
1471,17227
1481,17211
1491,17262
1501,17188
1511,17086
1521,17026
1531,16962
1541,17079
1551,17054
1561,17078
1571,17064
1581,17233
1591,17331
1601,17432
1611,17414
1621,17398
1631,17338
1641,17387
1651,17249
1661,17416
1671,17436
1681,17481
1691,17439
1701,17368
1711,17317
1721,17308
1731,17314
1741,17437
1751,17336
1761,17438
1771,17701
1781,17646
1791,17746
1801,17820
1811,17879
1821,17836
1831,17869
1841,17803
1851,17823
1861,17732
1871,17652
1881,17632
1891,17623
1901,17632
1911,17683
1921,17735
1931,17904
1941,17931
1951,18004
1961,18110
1971,18114
1981,18117
1991,18020
2001,17889
2011,17819
2021,17742
2031,17551
2041,17567
2051,17587
2061,17550
2071,17554
2081,17678
2091,17699
2101,17605
2111,17482
2121,17479
2131,17456
2141,17367
2151,17461
2161,17450
2171,17368
2181,17488
2191,17500
2201,17498
2211,17619
2221,17779
2231,17778
2241,17691
2251,17691
2261,17789
2271,17707
2281,17773
2291,17774
2301,17721
2311,17752
2321,17647
2331,17661
2341,17645
2351,17636
2361,17686
2371,17748
2381,17882
2391,17800
2401,17670
2411,17462
2421,17582
2431,17521
2441,17536
2451,17545
2461,17624
2471,17592
2481,17504
2491,17553
2501,17648
2511,17587
2521,17541
2531,17659
2541,17751
2551,17677
2561,17608
2571,17455
2581,17519
2591,17589
2601,17428
2611,17428
2621,17393
2631,17552
2641,17589
2651,17417
2661,17606
2671,17542
2681,17656
2691,17657
2701,17604
2711,17523
2721,17333
2731,17462
2741,17455
2751,17456
2761,17453
2771,17434
2781,17479
2791,17546
2801,17504
2811,17438
2821,17404
2831,17430
2841,17473
2851,17441
2861,17351
2871,17376
2881,17378
2891,17319
2901,17471
2911,17428
2921,17430
2931,17334
2941,17476
2951,17388
2961,17377
2971,17190
2981,17025
2991,16947
3001,16887
3011,16912
3021,17043
3031,17119
3041,16986
3051,17119
3061,17176
3071,17119
3081,17295
3091,17374
3101,17312
3111,17335
3121,17304
3131,17199
3141,17194
3151,17223
3161,17407
3171,17399
3181,17424
3191,17422
3201,17378
3211,17336
3221,17282
3231,17381
3241,17344
3251,17315
3261,17281
3271,17270
3281,17313
3291,17374
3301,17346
3311,17330
3321,17422
3331,17360
3341,17337
3351,17328
3361,17349
3371,17426
3381,17411
3391,17408
3401,17328
3411,17317
3421,17340
3431,17284
3441,17267
3451,17101
3461,17256
3471,17299
3481,17185
3491,17253
3501,17222
3511,17174
3521,17288
3531,17310
3541,17171
3551,17125
3561,16972
3571,17150
3581,17240
3591,17294
3601,17151
3611,17313
3621,17184
3631,17213
3641,17229
3651,17280
3661,17163
3671,17168
3681,17247
3691,17204
3701,17232
3711,17117
3721,17112
3731,17118
3741,17175
3751,17214
3761,17218
3771,17243
3781,17364
3791,17498
3801,17456
3811,17397
3821,17388
3831,17339
3841,17335
3851,17408
3861,17377
3871,17447
3881,17410
3891,17509
3901,17430
3911,17434
3921,17467
3931,17350
3941,17426
3951,17320
3961,17362
3971,17420
3981,17454
3991,17542
4001,17527
4011,17614
4021,17699
4031,17553
4041,17473
4051,17403
4061,17246
4071,17171
4081,17171
4091,17193
4101,17229
4111,17222
4121,17303
4131,17382
4141,17503
4151,17653
4161,17615
4171,17632
4181,17617
4191,17581
4201,17684
4211,17686
4221,17756
4231,17637
4241,17606
4251,17790
4261,17792
4271,17799
4281,17739
4291,17664
4301,17749
4311,17779
4321,17766
4331,17787
4341,17822
4351,17800
4361,17948
4371,17881
4381,17807
4391,17942
4401,17861
4411,17983
4421,17948
4431,17881
4441,17818
4451,17835
4461,17859
4471,17705
4481,17739
4491,17763
4501,17713
4511,17581
4521,17564
4531,17923
4541,17731
4551,17694
4561,17609
4571,17717
4581,17741
4591,17840
4601,17597
4611,17664
4621,17486
4631,17459
4641,17451
4651,17560
4661,17652
4671,17773
4681,17823
4691,17757
4701,17805
4711,17788
4721,17766
4731,17838
4741,17633
4751,17470
4761,17457
4771,17344
4781,17280
4791,17284
4801,17309
4811,17283
4821,17281
4831,17419
4841,17237
4851,17093
4861,17150
4871,17142
4881,17056
4891,17001
4901,16930
4911,17090
4921,17045
4931,17150
4941,17086
4951,17110
4961,17097
4971,17122
4981,17108
4991,17105
5001,17153
5011,17034
5021,17090
5031,17170
5041,17262
5051,17297
5061,17180
5071,17274
5081,17554
5091,17662
5101,17574
5111,17498
5121,17374
5131,17346
5141,17400
5151,17355
5161,17350
5171,17513
5181,17566
5191,17474
5201,17470
5211,17558
5221,17669
5231,17545
5241,17488
5251,17462
5261,17398
5271,17404
5281,17410
5291,17430
5301,17522
5311,17429
5321,17546
5331,17582
5341,17503
5351,17653
5361,17608
5371,17547
5381,17539
5391,17483
5401,17516
5411,17476
5421,17454
5431,17490
5441,17453
5451,17437
5461,17492
5471,17517
5481,17545
5491,17479
5501,17447
5511,17500
5521,17419
5531,17464
5541,17405
5551,17459
5561,17565
5571,17648
5581,17541
5591,17474
5601,17495
5611,17430
5621,17542
5631,17567
5641,17625
5651,17528
5661,17557
5671,17571
5681,17585
5691,17504
5701,17446
